PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
010021,01-OCT-16,30-SEP-17,Settled,DALE MEDICAL CENTER                     ,126 HOSPITAL                            ,,OZARK                                   ,AL                                      ,36360-                                  ,DALE                                    ,,,,99206,,,.12,,,77,28105,3281,2237,8517,,292.01,,590,298,1398,,,,20,,182,
010022,01-APR-17,31-MAR-18,Settled,CHEROKEE MEDICAL CENTER                 ,100 NORTHWOOD DRIVE                     ,,CENTRE                                  ,AL                                      ,35960-                                  ,CHEROKEE                                ,,,,18899,,,.1906,,,45,16425,561,512,3785,,100.14,,81,141,684,9,,,,,,
010023,01-JUL-17,30-JUN-18,Settled,BAPTIST MEDICAL CENTER SOUTH            ,2105  EAST SOUTH BOULEVARD              ,11010                                   ,MONTGOMERY                              ,AL                                      ,36116-                                  ,MONTGOMERY                              ,2510911,,,2130011,,,.2265,524814,539621,329,120085,23269,25052,85151,42.7,1818.01,,4482,3841,18163,,,,,,2048,
010024,01-JAN-17,31-DEC-17,Settled,JACKSON HOSPITAL AND CLINIC  INC        ,1725 PINE STREET                        ,,MONTGOMERY                              ,AL                                      ,36106-1109                              ,MONTGOMERY                              ,,,,999433,,,.1234,,,257,93805,22502,11851,73144,,1426.28,,3992,2168,15434,,,,,,,
010029,01-OCT-16,30-SEP-17,Settled,EAST ALABAMA MEDICAL CENTER             ,2000 PEPPERELL PKWY                     ,,OPELIKA                                 ,AL                                      ,36802-                                  ,LEE                                     ,,,,1492204,,,.1425,,,383,139795,28798,17826,80168,,2329.78,,5145,3642,16897,,,,,,,234
010032,01-OCT-16,30-SEP-17,Settled,WEDOWEE HOSPITAL                        ,301 NORTH MAIN STREET                   ,,WEDOWEE                                 ,AL                                      ,36278                                   ,RANDOLPH                                ,,,,2667,,,.0263,,,34,12410,401,62,945,,80.38,,100,20,258,,,,,,,
010033,01-OCT-16,30-SEP-17,Reopened,UNIVERSITY OF ALABAMA HOSPITAL          ,619 SOUTH 19TH STREET                   ,,BIRMINGHAM                              ,AL                                      ,35233                                   ,JEFFERSON                               ,20344587,,,6368949,,,.1894,8574958,3159311,1058,386063,78484,82427,313586,529.37,8850,,12059,12219,44875,,84,,543,250,2299,1257
010034,01-OCT-16,30-SEP-17,Settled,COMMUNITY HOSPITAL INC.                 ,805 FRIENDSHIP DRIVE                    ,,TALLASSEE                               ,AL                                      ,36078                                   ,ELMORE                                  ,,,,60070,,,.1101,,,37,13505,3298,769,6017,,212.96,,433,168,1028,,,,13,,185,
010035,01-JUL-17,30-JUN-18,Settled,CULLMAN REGIONAL                        ,1912 ALABAMA HIGHWAY 157                ,,CULLMAN                                 ,AL                                      ,35056                                   ,CULLMAN                                 ,,,,334789,,,.0658,,,145,45635,13204,3721,29310,,857.02,,3074,1338,8057,,,,,,,
010036,01-APR-17,31-MAR-18,Settled,ANDALUSIA REGIONAL HOSPITAL             ,849 THREE NOTCH STREET                  ,,ANDALUSIA                               ,AL                                      ,36420                                   ,COVINGTON                               ,,,,382966,,,.1966,,,88,32120,5620,2392,11614,,243.43,,1409,585,3107,,,,,,,
010038,01-MAY-17,30-SEP-17,Settled,STRINGFELLOW MEMORIAL HOSPITAL          ,301 EAST 18TH STREET                    ,P.O. BOX                                ,ANNISTON                                ,AL                                      ,36207                                   ,CALHOUN                                 ,,,,70402,,,.0976,,,125,19125,2036,556,3939,,224.89,,485,110,1103,,,,,,,
010039,01-JUL-17,30-JUN-18,Settled,HUNTSVILLE HOSPITAL                     ,101 SIVLEY ROAD                         ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,4217548,,,3653512,,,.1068,1486136,644103,844,308060,84760,49378,247349,59.74,6683.48,,15180,10049,49243,,,,221,,1551,
010040,01-OCT-16,30-SEP-17,Settled w/Audit,GADSDEN REGIONAL MEDICAL CENTER         ,1007 GOODYEAR AVENUE                    ,,GADSDEN                                 ,AL                                      ,35903                                   ,ETOWAH                                  ,,,,1149598,,,.1279,,,225,82125,24932,11731,66921,,1057.17,,4486,2166,13565,,,,7,,312,
010044,01-OCT-16,30-SEP-17,Settled,MARION REGIONAL MEDICAL CENTER          ,1256 MILITARY ST SOUTH                  ,,HAMILTON                                ,AL                                      ,35570-                                  ,MARION                                  ,,,,1030,15462,,.0252,,,36,13140,3114,144,4363,,117.03,,379,48,662,,,,,,,
010045,01-OCT-16,30-SEP-17,Reopened,FAYETTE MEDICAL CENTER                  ,1653 TEMPLE AVENUE NORTH                ,,FAYETTE                                 ,AL                                      ,35555-                                  ,FAYETTE                                 ,,,,28804,,,.0569,,,42,15330,3017,296,4092,,171.1,,384,90,700,,,,,,,
010046,01-JAN-17,31-DEC-17,Reopened,RIVERVIEW REGIONAL MEDICAL CENTER       ,600 SOUTH 3RD STREET                    ,,GADSDEN                                 ,AL                                      ,35901                                   ,ETOWAH                                  ,,,,535876,,,.0995,,,256,93440,12499,3551,26854,,549.06,,2983,919,7087,1,,,3,,225,
010047,01-JAN-17,31-DEC-17,Settled,GEORGIANA HOSPITAL                      ,515 MIRANDA STREET                      ,,GEORGIANA                               ,AL                                      ,36033                                   ,BUTLER                                  ,,,,24289,,,.0817,,,22,8030,939,160,1391,,35.73,,304,67,458,,,,,,,
010049,01-JAN-17,31-DEC-17,Settled,MEDICAL CENTER ENTERPRISE               ,400 NORTH EDWARDS STREET                ,,ENTERPRISE                              ,AL                                      ,36330-                                  ,COFFEE                                  ,,,,171809,,,.12,,,99,36135,2985,3216,9592,,328.15,,985,933,3420,,,,,,,
010051,01-OCT-16,30-SEP-17,Settled,GREENE COUNTY HOSPITAL                  ,509 WILSON AVENUE                       ,,EUTAW                                   ,AL                                      ,35462                                   ,GREENE                                  ,,,,10463,,,.12,,,20,7300,247,98,654,,75.43,,77,33,164,,,,,,,
010052,01-JAN-17,31-DEC-17,Settled,LAKE MARTIN COMMUNITY HOSPITAL          ,1231 SOUTH STREET                       ,,DADEVILLE                               ,AL                                      ,36853                                   ,TALLAPOOSA                              ,,,,40108,,,.1139,,,46,16790,946,216,1586,,68.54,,334,84,593,,,,,,,
010055,01-OCT-16,30-SEP-17,Reopened,FLOWERS HOSPITAL                        ,4370 WEST MAIN STREET                   ,6907                                    ,DOTHAN                                  ,AL                                      ,36302-                                  ,HOUSTON                                 ,,,,730908,,,.0732,,,235,85775,23573,6220,52530,,1064.58,,4803,1372,11831,,,,,,,
010056,01-JUL-17,30-JUN-18,Settled,ST VINCENTS BIRMINGHAM                  ,810 ST VINCENTS DRIVE                   ,,BIRMINGHAM                              ,AL                                      ,35205-                                  ,JEFFERSON                               ,69766,,,475254,,,.0409,26180,12232,409,149285,26104,11607,110194,,1732.09,,4902,1552,20846,,,,,,,
010058,01-OCT-16,30-SEP-17,Settled,BIBB MEDICAL CENTER                     ,165 PIERSON AVENUE                      ,,CENTREVILLE                             ,AL                                      ,35042                                   ,BIBB                                    ,,,,18792,,,.12,,,25,9125,2152,211,3635,,123.81,,138,47,343,,,,,,,
010059,01-OCT-16,30-SEP-17,Settled,LAWRENCE MEDICAL CENTER                 ,202 HOSPITAL STREET                     ,,MOULTON                                 ,AL                                      ,35650-                                  ,LAWRENCE                                ,,,,40374,,,.1085,,,43,15695,2006,185,2846,,112.41,,318,62,641,,,,,,,
010061,01-OCT-16,30-SEP-17,Settled,HIGHLANDS MEDICAL CENTER                ,380 WOOD COVE ROAD                      ,1050                                    ,SCOTTSBORO                              ,AL                                      ,35768                                   ,JACKSON                                 ,,,,208838,,,.12,,,168,61320,4985,2702,10588,,366.6,,1226,910,2914,,,,,,,
010062,01-OCT-16,30-SEP-17,Settled,WIREGRASS MEDICAL CENTER                ,1200 WEST MAPLE STREET                  ,,GENEVA                                  ,AL                                      ,36340                                   ,GENEVA                                  ,,,,58489,,,.0908,,,73,26645,2464,387,3982,,166.37,,539,109,894,9,,,29,,285,
010065,01-JAN-17,31-DEC-17,Settled,RUSSELL MEDICAL CENTER                  ,C                                       ,939                                     ,ALEXANDER CITY                          ,AL                                      ,35010                                   ,TALLAPOOSA                              ,,,,269151,,,.1298,,,44,16899,4554,2459,10424,,429.63,,1255,574,2816,,,,,,,
010069,01-OCT-16,30-SEP-17,Settled,SEAR                                    ,820 WEST WASHINGTON STREET              ,,EUFAULA                                 ,AL                                      ,36027                                   ,BARBOUR                                 ,,,,57836,,,.1029,,,30,10950,2562,503,4587,,138.09,,462,117,1003,,,,,,328,
010073,01-OCT-16,30-SEP-17,Settled,CLAY COUNTY HOSPITAL                    ,83825 HIGHWAY 9                         ,1270                                    ,ASHLAND                                 ,AL                                      ,36251                                   ,CLAY                                    ,,,,164418,,,.2686,,,46,16790,2840,1115,4811,,165.52,,511,245,966,,,,,,,
010078,01-JUL-17,30-SEP-17,Settled,NORTHEAST ALABAMA REGIONAL MED CTR      ,400 EAST TENTH STREET                   ,2208                                    ,ANNISTON                                ,AL                                      ,36202-                                  ,CALHOUN                                 ,,,,304574,,,.1613,,,250,23000,5805,3617,14799,,1431.03,,1007,1105,3005,,,,,,252,
010079,01-JUL-17,30-JUN-18,Settled,ATHENS LIMESTONE                        ,ATHENS LIMESTONE HOSPITAL               ,999                                     ,ATHENS                                  ,AL                                      ,35611-                                  ,LIMESTONE                               ,,,,348313,,,.12,,,66,24090,6589,2795,15145,,501.48,,1565,1022,4413,,,,,,,
010083,01-OCT-16,30-SEP-17,Settled,SOUTH BALDWIN REGIONAL MEDICAL CENTE    ,1613 NORTH MCKENZIE                     ,,FOLEY                                   ,AL                                      ,36535-                                  ,BALDWIN                                 ,,,,242998,,,.0687,,,112,40880,9367,4118,27467,,619.8,,2169,991,6926,,,,,,,
010085,01-APR-17,31-MAR-18,Settled,DECATUR MORGAN - DECATUR CAMPUS         ,7TH STREET S.E.                         ,2239                                    ,DECATUR                                 ,AL                                      ,35609-                                  ,MORGAN                                  ,,,,480418,,,.0744,,,185,67525,21028,5785,42364,,1087.03,,3901,1982,9483,,,,,,1699,
010086,01-JAN-17,31-DEC-17,Settled,NORTHWEST MEDICAL CENTER                ,HIGHWAY 78 WEST                         ,130                                     ,WINFIELD                                ,AL                                      ,35594                                   ,MARION                                  ,,,,29664,,,.0457,,,61,22265,2468,313,3905,,170.88,,516,81,1005,,,,15,,192,
010087,01-OCT-16,30-SEP-17,Settled w/Audit,UNIV OF SOUTH ALABAMA MEDICAL CENTER    ,2451 FILLINGIM STREET                   ,,MOBILE                                  ,AL                                      ,36617                                   ,MOBILE                                  ,5692307,,,831526,,,.2528,2329278,1974413,148,54020,8485,12966,46280,138.59,1486.28,,1341,2248,7794,,,,,,,
010089,01-JAN-17,31-DEC-17,Settled,WALKER BAPTIST MEDICAL CENTER           ,3400 HIGHWAY 78 EAST                    ,3547                                    ,JASPER                                  ,AL                                      ,35502                                   ,WALKER                                  ,,,,467548,,,.1497,,,219,79935,7829,4979,23880,,453.97,,1826,1222,5998,,,,393,,1636,
010090,01-JUL-17,30-JUN-18,Settled,PROVIDENCE HOSPITAL                     ,6801 AIRPORT BLVD                       ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,,,,632075,,,.0773,,,349,127385,18842,3065,72062,,1100.58,,3861,535,14147,1404,,,,,,
010091,01-JUL-17,30-JUN-18,Settled,GROVE HILL MEMORIAL HOSPITAL            ,295 SOUTH JACKSON STREET                ,935                                     ,GROVE HILL                              ,AL                                      ,36451-                                  ,CLARKE                                  ,,,,22984,,,.12,,,21,7665,587,1047,2895,,105.55,,180,344,840,,,,11,,152,
010092,01-OCT-16,30-SEP-17,Reopened,DCH REGIONAL MEDICAL CENTER             ,809 UNIVERSITY BLVD EAST                ,,TUSCALOOSA                              ,AL                                      ,35401-                                  ,TUSCALOOSA                              ,3817703,,,3793301,,,.1797,1341231,553323,501,182865,55254,35749,146786,47.73,3630.64,,10823,8262,32357,,,,,38,1919,757
010095,01-OCT-16,30-SEP-17,Settled,HALE COUNTY HOSPITAL                    ,508 GREENE STREET                       ,,GREENSBORO                              ,AL                                      ,36744                                   ,HALE                                    ,,,,20574,,,.12,,,28,10220,1603,210,2413,,80.98,,171,89,324,,,,,,,
010097,01-JAN-17,31-DEC-17,Settled,ELMORE COMMUNITY HOSPITAL               ,500 HOSPITAL DRIVE                      ,,WETUMPKA                                ,AL                                      ,36092                                   ,ELMORE                                  ,,,,47605,,,.12,,,33,12045,1242,575,2974,,121.21,,319,139,760,,,,,,,
010099,01-OCT-16,30-SEP-17,Settled,D W MCMILLAN MEMORIAL HOSPITAL          ,1301 BELLEVILLE AVENUE                  ,908                                     ,BREWTON                                 ,AL                                      ,36427                                   ,ESCAMBIA                                ,,,,81881,,,.12,,,46,16790,2335,1343,5749,,182.77,,580,398,1496,,,,,,,
010100,01-APR-17,31-MAR-18,Settled,THOMAS HOSPITAL                         ,750 MORPHY AVE                          ,929                                     ,FAIRHOPE                                ,AL                                      ,36532-                                  ,BALDWIN                                 ,,,,166162,,,.0265,,,129,47085,13562,4866,39668,,811,,3026,1430,9250,,,,,,,
010101,01-JAN-17,31-DEC-17,Settled,CITIZENS BAPTIST MEDICAL CENTER         ,604 STONE AVENUE                        ,,TALLADEGA                               ,AL                                      ,35161                                   ,TALLADEGA                               ,,,,209916,,,.2353,,,81,29565,2439,2378,7929,,224.01,,618,548,2107,,,,16,,239,
010102,01-OCT-16,30-SEP-17,Settled,JOHN PAUL JONES HOSPITAL                ,317 MCWILLIAMS AVENUE                   ,B                                       ,CAMDEN                                  ,AL                                      ,36726-1610                              ,WILCOX                                  ,,,,9244,,,.12,,,21,7665,465,221,967,,38.63,,82,47,191,,,,,,,
010103,01-JAN-17,31-DEC-17,Settled,PRINCETON BAPTIST MEDICAL CENTER        ,701 PRINCETON AVE SW                    ,,BIRMINGHAM                              ,AL                                      ,35211                                   ,JEFFERSON                               ,4139338,,,996754,,,.0947,3447035,902805,278,101590,21013,11188,71252,50.51,1065,,3885,1705,13658,,,,18,,544,
010104,01-JUL-17,30-JUN-18,Reopened,GRANDVIEW MEDICAL CENTER                ,800 MONTCLAIR ROAD                      ,,BIRMINGHAM                              ,AL                                      ,35213                                   ,JEFFERSON                               ,2646507,,,676259,,,.0556,2079526,727216,352,128297,28358,12239,94731,38.29,1608.46,,5144,1575,19952,,,,12,1,311,465
010108,01-JUL-17,30-JUN-18,Settled,PRATTVILLE BAPTIST HOSPITAL             ,124 SOUTH MEMORIAL DRIVE                ,,PRATTVILLE                              ,AL                                      ,36067-                                  ,AUTAUGA                                 ,,,,99191,,,.0679,,,50,18250,5378,1495,14352,,302.24,,1108,444,3295,,,,,,,
010109,01-OCT-16,30-SEP-17,Settled,PICKENS COUNTY MEDICAL CENTER           ,R.K. WILSON DRIVE                       ,,CARROLLTON                              ,AL                                      ,35477                                   ,PICKENS                                 ,,,,23453,,,.1001,,,40,14600,1065,158,2044,,103.59,,225,58,502,,,,10,,74,
010110,01-JAN-17,31-DEC-17,Settled,BULLOCK COUNTY HOSPITAL                 ,BULLOCK COUNTY HOSPITAL                 ,102 CONECUH AVENUE                      ,UNION SPRINGS                           ,AL                                      ,36089                                   ,BULLOCK                                 ,,,,29916,,,.12,,,30,10950,1046,823,2685,,95.5,,227,164,572,,,,172,,606,
010112,01-OCT-16,30-SEP-17,Settled,BRYAN W WHITFIELD MEMORIAL HOSPITAL     ,105 HIGHWAY 80 EAST                     ,,DEMOPOLIS                               ,AL                                      ,36732                                   ,MARENGO                                 ,,,,71338,,,.12,,,89,32485,3093,2128,6188,,220.37,,520,556,1409,,,,95,,346,
010113,01-APR-17,31-MAR-18,Reopened,MOBILE INFIRMARY MEDICAL CENTER         ,FIVE MOBILE INFIRMARY CIRCLE            ,2144                                    ,MOBILE                                  ,AL                                      ,36652-                                  ,MOBILE                                  ,281679,,,2112442,,,.137,134278,27740,618,225570,43721,28576,151141,4.52,1942.63,,7170,4634,25979,,,,62,16,464,719
010114,01-JAN-17,31-DEC-17,Settled,UAB MEDICAL WEST                        ,995 NINTH AVENUE  SOUTHWEST             ,847                                     ,BESSEMER                                ,AL                                      ,35023                                   ,JEFFERSON                               ,,,,208654,,,.0711,,,187,68255,9903,5457,34607,,875.49,,1565,1393,6086,,,,36,20,496,421
010118,01-JUL-17,30-JUN-18,Reopened,VAUGHAN REGIONAL MEDICAL CENTER         ,1015 MEDICAL CENTER PARKWAY             ,,SELMA                                   ,AL                                      ,36701                                   ,DALLAS                                  ,431749,,,893523,,,.3439,375421,172090,109,39785,6424,5493,17576,16.13,395.29,,1658,1456,5100,162,,,,,,
010120,01-OCT-16,30-SEP-17,Settled,MONROE COUNTY HOSPITAL                  ,HIGHWAY 21                              ,,MONROEVILLE                             ,AL                                      ,36461                                   ,MONROE                                  ,,,,58861,,,.12,,,49,17885,1480,1036,3596,,212.49,,445,290,1111,,,,,,,
010125,01-JAN-17,31-DEC-17,Settled,LAKELAND COMMUNITY HOSPITAL             ,HIIGHWAY 195 EAST                       ,780                                     ,HALEYVILLE                              ,AL                                      ,35565                                   ,WINSTON                                 ,,,,127690,,,.1431,,,50,18250,4289,989,6843,,108.92,,794,197,1489,,,,19,,129,
010126,01-JAN-17,31-DEC-17,Settled,TROY REGIONAL MEDICAL CENTER            ,130 HIGHWAY 231                         ,,TROY                                    ,AL                                      ,36081                                   ,PIKE                                    ,,,,90354,,,.12,,,97,35405,2640,1521,7293,,229.23,,525,363,1712,,,,,,,
010128,01-JAN-17,31-DEC-17,Reopened,JACKSON MEDICAL CENTER                  ,220 HOSPITAL DRIVE                      ,,JACKSON                                 ,AL                                      ,36545                                   ,CLARKE                                  ,,,,46676,,,.12,,,35,12775,1928,973,3881,,100.74,,361,280,854,,,,,,,
010129,01-APR-17,31-MAR-18,Settled,NORTH BALDWIN INFIRMARY                 ,1815 HAND AVENUE                        ,1409                                    ,BAY MINETTE                             ,AL                                      ,36507                                   ,BALDWIN                                 ,,,,88037,,,.12,,,55,20075,1616,1552,6111,,189.05,,482,609,1912,,,,8,,347,
010130,01-JUL-17,30-JUN-18,Settled,ST. VINCENTS ST. CLAIR                  ,7063 VETERANS PARKWAY                   ,,PELL CITY                               ,AL                                      ,35125                                   ,ST. CLAIR                               ,,,,,,,,,,40,14600,2386,354,6996,,156,,583,103,1806,,,,,,,
010131,01-JUL-17,30-JUN-18,Settled,CRESTWOOD MEDICAL CENTER                ,ONE HOSPITAL DRIVE                      ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,,,,344571,,,.0405,,,183,66795,17692,5327,45067,,1027.32,,3838,949,11080,,,,,,,
010138,01-JAN-17,31-DEC-17,Settled,HILL HOSPITAL OF SUMTER COUNTY          ,751 DERBY DRIVE                         ,,YORK                                    ,AL                                      ,36925                                   ,SUMTER                                  ,,,,10696,,,.12,,,33,12045,1189,2174,3577,,38.83,,105,165,462,,,,,,,
010139,01-JAN-17,31-DEC-17,Reopened,BROOKWOOD BAPTIST MEDICAL CENTER        ,2010 BROOKWOOD MEDICAL CENTER DRIVE     ,,BIRMINGHAM                              ,AL                                      ,35209                                   ,JEFFERSON                               ,,,,582319,,,.0674,,,422,154030,21238,14060,85182,,1308.42,,4029,1667,17724,12,13,,801,2,4256,768
010144,01-JAN-17,31-DEC-17,Settled,SPRINGHILL MEMORIAL HOSPITAL            ,3719 DAUPHIN STREET                     ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,,,,370278,,,.0622,,,198,71826,15192,5798,58566,,1004.07,,2712,1235,11222,,,,,,,256
010146,01-OCT-16,30-SEP-17,Settled,JACKSONVILLE MEDICAL CENTER             ,1701 PELHAM ROAD SOUTH                  ,,JACKSONVILLE                            ,AL                                      ,36265                                   ,CALHOUN                                 ,,,,38198,,,.12,,,33,12045,1403,497,3351,,125.2,,313,125,791,,,,19,,368,
010148,01-JAN-17,31-DEC-17,Settled,EVERGREEN MEDICAL CENTER                ,101 CRESTVIEW AVENUE                    ,,EVERGREEN                               ,AL                                      ,36401-                                  ,CONECUH                                 ,,,,155957,,,.1775,,,44,16060,2588,827,4939,,107.43,,785,337,1598,,,,,,,
010149,01-JUL-17,30-JUN-18,Settled,BAPTIST MEDICAL CENTER EAST             ,400 TAYLOR ROAD                         ,,MONTGOMERY                              ,AL                                      ,36117-                                  ,MONTGOMERY                              ,,,,712321,,,.245,,,176,64240,9038,18123,51582,,832.76,,1765,3228,10661,,,,,,,
010150,01-FEB-17,31-OCT-17,Settled,LV STABLER MEMORIAL HOSPITAL            ,29 LV STABLER DRIVE                     ,,GREENVILLE                              ,AL                                      ,36037                                   ,BUTLER                                  ,,,,19709,9465,,.0727,,,33,12012,1135,226,1990,,86.26,,298,71,583,,,,6,,165,
010157,01-APR-17,31-MAR-18,Settled,SHOALS HOSPITAL                         ,201 W AVALON AVE.                       ,3359                                    ,MUSCLE SHOALS                           ,AL                                      ,35661                                   ,COLBERT                                 ,,,,27077,,,.042,,,122,44530,2087,301,4156,,188.11,,510,80,1027,1,,,,4,362,763
010158,01-JAN-17,31-DEC-17,Settled,RUSSELLVILLE HOSPITAL                   ,P O BOX 1089                            ,,RUSSELLVILLE                            ,AL                                      ,35653                                   ,FRANKLIN                                ,,,,164526,,,.1396,,,92,33580,4240,879,6790,,176.04,,895,233,1754,,,,,,,
010164,01-AUG-17,31-JUL-18,Settled,COOSA VALLEY MEDICAL CENTER             ,315 WEST HICKORY STREET                 ,,SYLACAUGA                               ,AL                                      ,35150                                   ,TALLADEGA                               ,,,,171977,,,.12,,,122,44530,4295,2903,14065,,404.85,,933,894,3254,,,,,,271,
010168,01-JAN-17,31-DEC-17,Settled w/Audit,JACK HUGHSTON MEMORIAL HOSPITAL         ,4401 RIVER CHASE DRIVE                  ,,PHENIX CITY                             ,AL                                      ,36867                                   ,RUSSELL                                 ,1030105,,,,,,,364435,90231,47,17155,2560,169,6227,9.04,271.87,,946,43,2492,,,,,,,
010169,01-OCT-16,30-SEP-17,Settled,ATMORE COMMUNITY HOSPITAL               ,401 MEDICAL PARK DRIVE                  ,,ATMORE                                  ,AL                                      ,36502                                   ,ESCAMBIA                                ,,,,28718,,,.055,,,49,17885,2274,369,4655,,126.3,,434,102,1189,,,,,,,
010173,07-DEC-16,30-JUN-17,Settled,ST. VINCENTS CHILTON                    ,2030 LAY DAM ROAD                       ,,CLANTON                                 ,AL                                      ,35045                                   ,CHILTON                                 ,,,,9494,,,.0453,,,26,5382,664,160,1951,,114.29,,159,59,621,,,,,,,
