PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
010055,01-OCT-14,30-SEP-15,Settled,FLOWERS HOSPITAL                        ,4370 WEST MAIN STREET                   ,6907                                    ,DOTHAN                                  ,AL                                      ,36302-                                  ,HOUSTON                                 ,,,,642466,,,.0696,,,235,85775,23948,5269,47641,,1116.17,,4724,1159,10544,,,,,,,
010056,01-JUL-15,30-JUN-16,Reopened,ST VINCENTS BIRMINGHAM                  ,810 ST VINCENTS DRIVE                   ,,BIRMINGHAM                              ,AL                                      ,35205-                                  ,JEFFERSON                               ,134136,,,441909,,,.0328,50696,22957,442,161772,33847,7519,110741,,,,6100,1296,20170,,,,,,,
010058,01-OCT-14,30-SEP-15,Reopened,BIBB MEDICAL CENTER                     ,165 PIERSON AVENUE                      ,,CENTREVILLE                             ,AL                                      ,35042                                   ,BIBB                                    ,,,,11192,,,.0496,,,25,9125,2558,309,3757,,11.61,,203,38,385,,,,,,,
010059,01-OCT-14,30-SEP-15,Settled,LAWRENCE MEDICAL CENTER                 ,202 HOSPITAL STREET                     ,,MOULTON                                 ,AL                                      ,35650-                                  ,LAWRENCE                                ,,,,41159,,,.0782,,,43,15695,2253,210,3013,,152.93,,406,60,685,,,,,,,
010061,01-OCT-14,30-SEP-15,Settled,HIGHLANDS MEDICAL CENTER                ,380 WOOD COVE ROAD                      ,1050                                    ,SCOTTSBORO                              ,AL                                      ,35768                                   ,JACKSON                                 ,,,,246482,,,.12,,,170,62050,6828,2694,14830,,407.19,,1598,1013,3498,,,,,,,
010062,01-OCT-14,30-SEP-15,Settled,WIREGRASS MEDICAL CENTER                ,1200 WEST MAPLE STREET                  ,,GENEVA                                  ,AL                                      ,36340                                   ,GENEVA                                  ,,,,60169,,,.0848,,,73,26645,2883,410,4520,,155.42,,600,126,1078,21,,,,,327,
010065,01-JAN-15,31-DEC-15,Settled,RUSSELL MEDICAL CENTER                  ,C                                       ,939                                     ,ALEXANDER CITY                          ,AL                                      ,35010                                   ,TALLAPOOSA                              ,,,,382617,,,.1519,,,75,27375,5416,2823,11337,,450.24,,1531,666,3139,,,,,,,
010069,01-OCT-14,30-SEP-15,Settled,SEAR                                    ,820 WEST WASHINGTON STREET              ,,EUFAULA                                 ,AL                                      ,36027                                   ,BARBOUR                                 ,,,,44922,,,.0722,,,30,10950,3951,376,5701,,152.54,,575,86,1076,,,,,,244,
010073,01-OCT-14,30-SEP-15,Settled,CLAY COUNTY HOSPITAL                    ,544 EAST AVENUE                         ,,ASHLAND                                 ,AL                                      ,36251                                   ,CLAY                                    ,,,,204299,,,.2745,,,46,16790,3591,1417,6071,,132.22,,664,280,1224,,,,,,,
010078,01-JUL-15,30-JUN-16,Reopened,NORTHEAST ALABAMA REGIONAL MED CTR      ,400 EAST TENTH STREET                   ,2208                                    ,ANNISTON                                ,AL                                      ,36202-                                  ,CALHOUN                                 ,,,,1224132,,,.1409,,,217,79422,27765,12873,58526,,1336.84,,4922,2772,12415,,,,,,898,
010079,01-JUL-15,31-DEC-15,Settled,ATHENS LIMESTONE                        ,ATHENS LIMESTONE HOSPITAL               ,999                                     ,ATHENS                                  ,AL                                      ,35611-                                  ,LIMESTONE                               ,,,,182044,,,.12,,,70,12880,3522,1481,7522,,496.17,,924,517,2277,,,,,,,
010083,01-OCT-14,30-SEP-15,Settled,SOUTH BALDWIN REGIONAL MEDICAL CENTE    ,1613 NORTH MCKENZIE                     ,,FOLEY                                   ,AL                                      ,36535-                                  ,BALDWIN                                 ,,,,204621,,,.058,,,112,40880,9817,2760,26234,,603.73,,2171,874,6410,,,,,,,
010085,01-APR-15,31-MAR-16,Settled,DECATUR MORGAN - DECATUR CAMPUS         ,7TH STREET S.E.                         ,2239                                    ,DECATUR                                 ,AL                                      ,35609-                                  ,MORGAN                                  ,,,,709428,,,.1029,,,190,69540,22321,7345,42767,,1058.33,,4312,2325,9885,,,,,,1571,
010086,01-JAN-15,31-DEC-15,Settled,NORTHWEST MEDICAL CENTER                ,HIGHWAY 78 WEST                         ,130                                     ,WINFIELD                                ,AL                                      ,35594                                   ,MARION                                  ,,,,45252,,,.0505,,,61,22265,3825,438,5559,,183.74,,803,108,1373,14,,,16,,202,
010087,01-OCT-14,30-SEP-15,Reopened,UNIV OF SOUTH ALABAMA MEDICAL CENTER    ,2451 FILLINGIM STREET                   ,,MOBILE                                  ,AL                                      ,36617                                   ,MOBILE                                  ,5169483,,,745747,,,.2593,2284699,1788247,138,50370,7740,10444,41382,135.59,1461.16,,1197,1744,6950,,,,,,,
010089,01-JAN-15,02-OCT-15,Settled,WALKER BAPTIST MEDICAL CENTER           ,3400 HIGHWAY 78 EAST                    ,3547                                    ,JASPER                                  ,AL                                      ,35502                                   ,WALKER                                  ,,,,460040,,,.1575,,,145,39875,8011,4504,20003,,524.33,,1724,1504,4631,,,,292,,1088,
010090,01-JUL-15,30-JUN-16,Settled,PROVIDENCE HOSPITAL                     ,6801 AIRPORT BLVD                       ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,52406,,,806407,,,.0802,9670,3655,349,127734,27736,10505,81183,.52,1376.77,,4873,1667,15322,252,,,,,,
010091,01-JUL-15,30-JUN-16,Settled,GROVE HILL MEMORIAL HOSPITAL            ,295 SOUTH JACKSON STREET                ,935                                     ,GROVE HILL                              ,AL                                      ,36451-                                  ,CLARKE                                  ,,,,30678,,,.12,,,22,8052,889,1039,3084,,107.28,,266,543,933,,,,8,,156,
010092,01-OCT-14,30-SEP-15,Reopened,DCH REGIONAL MEDICAL CENTER             ,809 UNIVERSITY BLVD EAST                ,,TUSCALOOSA                              ,AL                                      ,35401-                                  ,TUSCALOOSA                              ,3980138,,,4088853,,,.1694,1394513,486363,547,199655,73306,38226,159243,44.87,3593.08,,12451,8685,33286,,,,,40,2003,780
010095,01-OCT-14,30-SEP-15,Settled,HALE COUNTY HOSPITAL                    ,508 GREENE STREET                       ,,GREENSBORO                              ,AL                                      ,36744                                   ,HALE                                    ,,,,14698,,,.0578,,,28,10220,1991,,2751,,77.57,,228,,448,,,,,,,
010097,01-JAN-15,31-DEC-15,Settled,ELMORE COMMUNITY HOSPITAL               ,500 HOSPITAL DRIVE                      ,,WETUMPKA                                ,AL                                      ,36092                                   ,ELMORE                                  ,,,,51693,,,.12,,,33,12045,1603,475,3581,,127.12,,366,94,837,,,,,,,
010099,01-OCT-14,30-SEP-15,Settled,D W MCMILLAN MEMORIAL HOSPITAL          ,1301 BELLEVILLE AVENUE                  ,908                                     ,BREWTON                                 ,AL                                      ,36427                                   ,ESCAMBIA                                ,,,,96532,,,.12,,,49,17885,3278,2080,6981,,179.5,,757,395,1726,,,,,,,
010100,01-APR-15,31-MAR-16,Settled,THOMAS HOSPITAL                         ,750 MORPHY AVE                          ,929                                     ,FAIRHOPE                                ,AL                                      ,36532-                                  ,BALDWIN                                 ,,,,189761,,,.0291,,,129,47214,14368,3840,37432,,755.63,,3201,1594,8697,,,,,,,
010101,01-JAN-15,02-OCT-15,Settled,CITIZENS BAPTIST MEDICAL CENTER         ,604 STONE AVENUE                        ,,TALLADEGA                               ,AL                                      ,35161                                   ,TALLADEGA                               ,,,,194200,,,.2373,,,81,22275,2141,1682,5919,,228.06,,608,682,1826,,,,15,,219,
010102,01-OCT-14,30-SEP-15,Settled,JOHN PAUL JONES HOSPITAL                ,317 MCWILLIAMS AVENUE                   ,B                                       ,CAMDEN                                  ,AL                                      ,36726-1610                              ,WILCOX                                  ,,,,11650,,,.12,,,21,7665,344,70,532,,38.16,,105,26,177,,,,,,,
010103,01-JAN-15,02-OCT-15,Reopened,PRINCETON BAPTIST MEDICAL CENTER        ,701 PRINCETON AVE SW                    ,,BIRMINGHAM                              ,AL                                      ,35211                                   ,JEFFERSON                               ,3211063,,,870768,,,.1091,2623288,742210,273,75075,18957,9238,55549,65.94,1190.8,,3278,3056,10340,,,,,,488,
010104,01-JUL-15,30-JUN-16,Settled,TRINITY MEDICAL CENTER                  ,800 MONTCLAIR ROAD                      ,,BIRMINGHAM                              ,AL                                      ,35213                                   ,JEFFERSON                               ,2142279,,,963255,,,.1085,2016352,608723,319,111498,24732,10483,68997,38.99,1249.49,,4011,1468,13777,,,,,,247,312
010108,01-JUL-15,30-JUN-16,Reopened,PRATTVILLE BAPTIST HOSPITAL             ,124 SOUTH MEMORIAL DRIVE                ,,PRATTVILLE                              ,AL                                      ,36067-                                  ,AUTAUGA                                 ,,,,92034,,,.0565,,,50,18300,5400,1326,12721,,285.55,,1255,415,3199,,,,,,,
010109,01-OCT-14,30-SEP-15,Settled,PICKENS COUNTY MEDICAL CENTER           ,R.K. WILSON DRIVE                       ,,CARROLLTON                              ,AL                                      ,35477                                   ,PICKENS                                 ,,,,29606,,,.1112,,,40,14600,1130,145,1833,,97.28,,258,63,494,,,,7,,101,
010110,01-JAN-15,31-DEC-15,Settled,BULLOCK COUNTY HOSPITAL                 ,BULLOCK COUNTY HOSPITAL                 ,102 CONECUH AVENUE                      ,UNION SPRINGS                           ,AL                                      ,36089                                   ,BULLOCK                                 ,,,,37562,,,.12,,,30,10950,1490,865,3194,,95.31,,309,250,707,,,,71,,633,
010112,01-OCT-14,30-SEP-15,Settled,BRYAN W WHITFIELD MEMORIAL HOSPITAL     ,105 HIGHWAY 80 EAST                     ,,DEMOPOLIS                               ,AL                                      ,36732                                   ,MARENGO                                 ,,,,125481,,,.12,,,89,32485,5886,2720,10165,,222.04,,1042,738,2203,,,,15,,156,
010113,01-APR-15,31-MAR-16,Reopened,MOBILE INFIRMARY MEDICAL CENTER         ,FIVE MOBILE INFIRMARY CIRCLE            ,2144                                    ,MOBILE                                  ,AL                                      ,36652-                                  ,MOBILE                                  ,291426,,,1898992,,,.1126,207966,43478,615,225090,50123,18966,141191,5.58,1927.38,,8484,3819,25340,,,,,,1385,600
010114,01-JAN-15,31-DEC-15,Settled,UAB MEDICAL WEST                        ,995 NINTH AVENUE  SOUTHWEST             ,847                                     ,BESSEMER                                ,AL                                      ,35023                                   ,JEFFERSON                               ,,,,386822,,,.126,,,187,68255,9807,6569,33407,,834.81,,1695,1755,6267,,,,,43,465,304
010118,01-JUL-15,30-JUN-16,Settled,VAUGHAN REGIONAL MEDICAL CENTER         ,1015 MEDICAL CENTER PARKWAY             ,,SELMA                                   ,AL                                      ,36701                                   ,DALLAS                                  ,450872,,,1120044,,,.3923,329770,180579,163,59658,7163,7732,19373,14.9,450.99,,1873,2019,5505,69,,,,,,
010120,01-OCT-14,30-SEP-15,Settled,MONROE COUNTY HOSPITAL                  ,HIGHWAY 21                              ,,MONROEVILLE                             ,AL                                      ,36461                                   ,MONROE                                  ,,,,64890,,,.12,,,49,17885,1809,1095,4185,,167.62,,539,290,1251,,,,,,,
010125,01-JAN-15,31-DEC-15,Settled,LAKELAND COMMUNITY HOSPITAL             ,HIIGHWAY 195 EAST                       ,780                                     ,HALEYVILLE                              ,AL                                      ,35565                                   ,WINSTON                                 ,,,,87864,,,.0959,,,50,18250,4456,581,5738,,120.33,,860,155,1372,,,,16,,107,
010126,01-JAN-15,31-DEC-15,Settled,TROY REGIONAL MEDICAL CENTER            ,130 HIGHWAY 231                         ,,TROY                                    ,AL                                      ,36081                                   ,PIKE                                    ,,,,114103,,,.12,,,97,35405,3631,1610,7734,,251.34,,753,416,1867,,,,,,,
010128,01-JAN-15,31-DEC-15,Settled,JACKSON MEDICAL CENTER                  ,220 HOSPITAL DRIVE                      ,,JACKSON                                 ,AL                                      ,36545                                   ,CLARKE                                  ,,,,36868,,,.12,,,35,12775,1824,894,3741,,95.55,,300,231,753,,,,,,,
010129,01-APR-15,31-MAR-16,Settled,NORTH BALDWIN INFIRMARY                 ,1815 HAND AVENUE                        ,1409                                    ,BAY MINETTE                             ,AL                                      ,36507                                   ,BALDWIN                                 ,,,,69559,,,.12,,,55,20130,1617,1267,5622,,171.07,,421,604,1694,,,,,,307,
010130,01-JUL-15,30-JUN-16,Settled,ST. VINCENTS ST. CLAIR                  ,7063 VETERANS PARKWAY                   ,,PELL CITY                               ,AL                                      ,35125                                   ,ST. CLAIR                               ,,,,,,,,,,40,14640,2647,328,6583,,173.66,,675,105,1786,,,,,,,
010131,01-JUL-15,30-JUN-16,Reopened,CRESTWOOD MEDICAL CENTER                ,ONE HOSPITAL DRIVE                      ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,,,,408796,,,.0449,,,151,55266,19211,4650,42308,,962.77,,4215,922,10943,,,,,,,
010138,01-JAN-15,31-DEC-15,Settled,HILL HOSPITAL OF SUMTER COUNTY          ,751 DERBY DRIVE                         ,,YORK                                    ,AL                                      ,36925                                   ,SUMTER                                  ,,,,21560,,,.12,,,33,12045,1308,764,2500,,49.08,,213,116,525,,,,,,,
010139,01-JAN-15,02-OCT-15,Settled,BROOKWOOD MEDICAL CENTER                ,2010 BROOKWOOD MEDICAL CENTER DRIVE     ,,BIRMINGHAM                              ,AL                                      ,35209                                   ,JEFFERSON                               ,,,,481831,,,.059,,,401,110275,20308,10591,69506,,1347.43,,4140,1128,15052,8,2,,714,1,3750,538
010144,01-JAN-15,31-DEC-15,Settled,SPRINGHILL MEMORIAL HOSPITAL            ,3719 DAUPHIN STREET                     ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,,,,290139,,,.043,,,195,67556,19770,4645,55188,,988.08,,3337,896,10169,,,,,,,
010148,01-JAN-15,31-DEC-15,Settled,EVERGREEN MEDICAL CENTER                ,101 CRESTVIEW AVENUE                    ,,EVERGREEN                               ,AL                                      ,36401-                                  ,CONECUH                                 ,,,,19852,93303,,.1256,,,44,16060,3114,634,4783,,101.57,,883,249,1513,,,,,,,
010149,01-JUL-15,30-JUN-16,Reopened,BAPTIST MEDICAL CENTER EAST             ,400 TAYLOR ROAD                         ,,MONTGOMERY                              ,AL                                      ,36117-                                  ,MONTGOMERY                              ,,,,769566,,,.2224,,,167,61014,10923,17642,53538,,800.2,,2152,4732,10377,,,,,,,
010150,01-FEB-15,31-JAN-16,Settled,LV STABLER MEMORIAL HOSPITAL            ,29 LV STABLER DRIVE                     ,,GREENVILLE                              ,AL                                      ,36037                                   ,BUTLER                                  ,,,,63253,,,.0945,,,44,16060,2013,401,3195,,131.12,,527,137,932,,,,,,214,
010157,01-APR-15,31-MAR-16,Reopened,SHOALS HOSPITAL                         ,201 W AVALON AVE.                       ,3359                                    ,MUSCLE SHOALS                           ,AL                                      ,35661                                   ,COLBERT                                 ,,,,75798,,,.0632,,,122,44652,3768,605,6609,,200.92,,837,160,1562,,,,,4,393,761
010158,01-JAN-15,31-DEC-15,Settled,RUSSELLVILLE HOSPITAL                   ,P O BOX 1089                            ,,RUSSELLVILLE                            ,AL                                      ,35653                                   ,FRANKLIN                                ,,,,161848,,,.1357,,,92,33580,4663,898,7163,,182.77,,1001,272,1906,,,,,,,
010164,01-AUG-15,31-JUL-16,Reopened,COOSA VALLEY MEDICAL CENTER             ,315 WEST HICKORY STREET                 ,,SYLACAUGA                               ,AL                                      ,35150-                                  ,TALLADEGA                               ,,,,340173,,,.2212,,,122,44652,5219,2784,13645,,382.34,,1141,966,3289,,,,14,,280,
010168,01-JAN-15,31-DEC-15,Settled,JACK HUGHSTON MEMORIAL HOSPITAL         ,4401 RIVER CHASE DRIVE                  ,,PHENIX CITY                             ,AL                                      ,36867                                   ,RUSSELL                                 ,311702,,,,,,,,,47,17155,3474,151,7500,2.15,245.63,,1154,39,2579,14,,,,,,
010169,01-OCT-14,30-SEP-15,Settled,ATMORE COMMUNITY HOSPITAL               ,401 MEDICAL PARK DRIVE                  ,,ATMORE                                  ,AL                                      ,36502                                   ,ESCAMBIA                                ,,,,37710,,,.0474,,,49,17885,3058,462,5207,,139.41,,687,105,1363,,,,,,,
010172,26-SEP-15,30-APR-16,Settled,NORTH ALABAMA SPECIALTY HOSPITAL        ,700 WEST MARKET STREET 2ND FLOOR        ,,ATHENS                                  ,AL                                      ,35611                                   ,LIMESTONE COUNTY                        ,,,,,,,,,,31,6758,575,,586,,14.63,,21,,21,,,,,,,
