PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
010021,01-OCT-13,30-SEP-14,Settled,DALE MEDICAL CENTER                     ,126 HOSPITAL                            ,,OZARK                                   ,AL                                      ,36360-                                  ,DALE                                    ,,,,118212,,,.12,,,77,28105,3220,1720,8202,,288.98,,680,425,1806,,,,29,,253,
010022,01-APR-14,31-MAR-15,Reopened,CHEROKEE MEDICAL CENTER                 ,100 NORTHWOOD DRIVE                     ,,CENTRE                                  ,AL                                      ,35960-                                  ,CHEROKEE                                ,,,,147927,,,.2901,,,45,16425,2802,878,4851,,106.98,,407,177,768,,,,,,,
010023,01-JUL-14,30-JUN-15,Reopened,BAPTIST MEDICAL CENTER SOUTH            ,2105  EAST SOUTH BOULEVARD              ,11010                                   ,MONTGOMERY                              ,AL                                      ,36116-                                  ,MONTGOMERY                              ,2665713,,,2460218,,,.2493,441036,500924,336,122616,22679,27081,80438,51.94,1617.12,,4631,5065,15851,,,,652,,1922,
010024,01-JAN-14,31-DEC-14,Reopened,JACKSON HOSPITAL AND CLINIC  INC        ,1725 PINE STREET                        ,,MONTGOMERY                              ,AL                                      ,36106-1109                              ,MONTGOMERY                              ,,,,1083931,,,.1168,,,255,93075,24751,10265,63304,,1173.49,,4654,2627,13944,,,,,,,
010029,01-OCT-13,30-SEP-14,Reopened,EAST ALABAMA MEDICAL CENTER             ,2000 PEPPERELL PKWY                     ,,OPELIKA                                 ,AL                                      ,36802-                                  ,LEE                                     ,,,,1385705,,,.125,,,266,97090,32604,13928,72603,,2102.61,,5774,3577,16448,,,,,,,
010032,01-OCT-13,30-SEP-14,Settled,WEDOWEE HOSPITAL                        ,301 NORTH MAIN STREET                   ,,WEDOWEE                                 ,AL                                      ,36278                                   ,RANDOLPH                                ,,,,17930,,,.0741,,,34,12410,1067,227,2268,,71.26,,229,58,460,,,,,,,
010033,01-OCT-13,30-SEP-14,Amended,UNIVERSITY OF ALABAMA HOSPITAL          ,619 SOUTH 19TH STREET                   ,,BIRMINGHAM                              ,AL                                      ,35233                                   ,JEFFERSON                               ,44984742,,,13066740,,,.2116,6939623,2542964,991,361715,72901,80730,289337,530.64,7835,,11273,11300,40166,,,,,120,2787,1052
010034,01-OCT-13,30-SEP-14,Reopened,COMMUNITY HOSPITAL INC.                 ,805 FRIENDSHIP DRIVE                    ,,TALLASSEE                               ,AL                                      ,36078                                   ,ELMORE                                  ,,,,61146,,,.0689,,,37,13505,3020,664,5813,,229.6,,639,145,1346,,,,6,,195,
010035,01-JUL-14,30-JUN-15,Settled,CULLMAN REGIONAL                        ,1912 ALABAMA HIGHWAY 157                ,,CULLMAN                                 ,AL                                      ,35056                                   ,CULLMAN                                 ,,,,523967,,,.1014,,,115,41975,13207,3187,24053,,769.32,,3141,1508,6893,,,,,,,
010036,01-APR-14,31-MAR-15,Reopened,ANDALUSIA REGIONAL HOSPITAL             ,849 THREE NOTCH STREET                  ,,ANDALUSIA                               ,AL                                      ,36420                                   ,COVINGTON                               ,,,,32526,202807,,.191,,,88,32120,5908,2371,11721,,238.87,,1421,723,3160,124,,,,,,
010038,01-JUL-14,30-JUN-15,Reopened,STRINGFELLOW MEMORIAL HOSPITAL          ,301 EAST 18TH STREET                    ,38                                      ,ANNISTON                                ,AL                                      ,36207                                   ,CALHOUN                                 ,,,,203028,,,.0958,,,125,45625,5863,1230,10772,,243.68,,1460,438,2969,,,,,,,
010039,01-JUL-14,30-JUN-15,Reopened,HUNTSVILLE HOSPITAL                     ,101 SIVLEY ROAD                         ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,6165914,,,3898077,,,.111,1532261,692140,851,310615,85148,44463,223236,58.61,5479.26,,15615,8047,47089,,,,243,,1666,
010040,01-OCT-13,30-SEP-14,Reopened,GADSDEN REGIONAL MEDICAL CENTER         ,1007 GOODYEAR AVENUE                    ,,GADSDEN                                 ,AL                                      ,35999                                   ,ETOWAH                                  ,,,,1313979,,,.134,,,238,86870,30938,13374,68295,,1103,,5174,2365,13457,,,,9,,329,
010044,01-OCT-13,30-SEP-14,Settled,MARION REGIONAL MEDICAL CENTER          ,1256 MILITARY ST SOUTH                  ,,HAMILTON                                ,AL                                      ,35570-                                  ,MARION                                  ,,,,11283,,,.051,,,36,13140,1686,44,2122,,108.67,,184,20,290,,,,,,,
010045,01-OCT-13,30-SEP-14,Reopened,FAYETTE MEDICAL CENTER                  ,1653 TEMPLE AVENUE NORTH                ,,FAYETTE                                 ,AL                                      ,35555-                                  ,FAYETTE                                 ,,,,29686,,,.0418,,,42,15330,4275,303,5671,,180.69,,569,,885,,,,,,,
010046,01-JUL-14,28-FEB-15,Reopened,RIVERVIEW REGIONAL MEDICAL CENTER       ,600 S 3RD STREET                        ,,GADSDEN                                 ,AL                                      ,35901                                   ,ETOWAH                                  ,,,,294667,,,.0902,,,256,62208,12789,2487,24849,,498.05,,1898,452,4021,,,,2,,151,
010047,01-JAN-14,31-DEC-14,Reopened,GEORGIANA HOSPITAL                      ,515 MIRANDA STREET                      ,,GEORGIANA                               ,AL                                      ,36033                                   ,BUTLER                                  ,,,,25141,,,.0679,,,22,8030,1317,218,1794,,46.3,,411,94,636,,,,,,,
010049,01-JAN-14,31-DEC-14,Reopened,MEDICAL CENTER ENTERPRISE               ,400 NORTH EDWARDS STREET                ,,ENTERPRISE                              ,AL                                      ,36330-                                  ,COFFEE                                  ,,,,165572,,,.12,,,117,42705,3459,2920,10214,,328.55,,1095,837,3291,,,,,,,
010051,01-OCT-13,30-SEP-14,Reopened,GREENE COUNTY HOSPITAL                  ,509 WILSON AVENUE                       ,,EUTAW                                   ,AL                                      ,35462                                   ,GREENE                                  ,,,,26649,,,.12,,,20,7300,710,279,1234,,95.54,,214,93,387,,,,,,,
010052,01-JAN-14,31-DEC-14,Reopened,LAKE MARTIN COMMUNITY HOSPITAL          ,1231 SOUTH STREET                       ,,DADEVILLE                               ,AL                                      ,36853                                   ,TALLAPOOSA                              ,,,,56166,,,.1435,,,46,16790,1161,275,1839,,65.38,,394,87,666,,,,,,,
010055,01-JUL-14,30-SEP-14,Reopened,FLOWERS HOSPITAL                        ,4370 WEST MAIN STREET                   ,6907                                    ,DOTHAN                                  ,AL                                      ,36302-                                  ,HOUSTON                                 ,,,,153837,,,.0754,,,235,21620,5630,1489,12025,,1114.93,,1114,297,2600,,,,,,,
010056,01-JUL-14,30-JUN-15,Reopened,ST VINCENTS BIRMINGHAM                  ,810 ST VINCENTS DRIVE                   ,,BIRMINGHAM                              ,AL                                      ,35205-                                  ,JEFFERSON                               ,204343,,,376161,,,.0279,50567,25410,442,161330,34511,7375,109077,1,1803.95,,6235,1103,20084,,,,,,,
010058,01-OCT-13,30-SEP-14,Reopened,BIBB MEDICAL CENTER                     ,165 PIERSON AVENUE                      ,,CENTREVILLE                             ,AL                                      ,35042                                   ,BIBB                                    ,,,,8379,,,.0431,,,25,9125,2509,230,3789,,106.33,,199,45,391,,,,,,,
010059,01-OCT-13,30-SEP-14,Settled,LAWRENCE MEDICAL CENTER                 ,202 HOSPITAL STREET                     ,,MOULTON                                 ,AL                                      ,35650-                                  ,LAWRENCE                                ,,,,33027,,,.0497,,,43,15695,2771,299,4399,,142.35,,489,75,867,,,,,,,
010061,01-OCT-13,30-SEP-14,Reopened,HIGHLANDS MEDICAL CENTER                ,380 WOOD COVE ROAD                      ,1050                                    ,SCOTTSBORO                              ,AL                                      ,35768                                   ,JACKSON                                 ,,,,236777,,,.12,,,170,62050,6961,2609,12599,,395.5,,1551,901,3565,,,,,,,
010062,01-OCT-13,30-SEP-14,Reopened,WIREGRASS MEDICAL CENTER                ,1200 WEST MAPLE STREET                  ,,GENEVA                                  ,AL                                      ,36340                                   ,GENEVA                                  ,,,,40928,,,.0661,,,73,26645,2706,422,4122,,136.42,,552,128,953,,,,,,306,
010065,01-JAN-14,31-DEC-14,Reopened,RUSSELL MEDICAL CENTER                  ,C                                       ,939                                     ,ALEXANDER CITY                          ,AL                                      ,35010                                   ,TALLAPOOSA                              ,,,,424044,,,.1698,,,75,27375,5319,2741,11119,,447.77,464.59,1424,670,2970,,,,,,,
010069,01-OCT-13,30-SEP-14,Reopened,SEAR                                    ,820 WEST WASHINGTON STREET              ,,EUFAULA                                 ,AL                                      ,36027                                   ,BARBOUR                                 ,,,,58777,,,.0775,,,30,10950,3608,512,5693,,155.76,,668,139,1274,,,,,,272,
010073,01-OCT-13,30-SEP-14,Settled,CLAY COUNTY HOSPITAL                    ,544 EAST AVENUE                         ,,ASHLAND                                 ,AL                                      ,36251                                   ,CLAY                                    ,,,,167506,,,.2082,,,46,16790,4300,1045,6757,,134.36,,726,252,1326,,,,,,,
010078,01-JUL-14,30-JUN-15,Reopened,NORTHEAST ALABAMA REGIONAL MED CTR      ,400 EAST TENTH STREET                   ,2208                                    ,ANNISTON                                ,AL                                      ,36202-                                  ,CALHOUN                                 ,,,,1169747,,,.1313,,,217,79205,28950,12561,59235,,1341.57,,5017,2460,11274,,,,,,1027,
010079,01-JUL-14,30-JUN-15,Settled,ATHENS LIMESTONE                        ,ATHENS LIMESTONE HOSPITAL               ,999                                     ,ATHENS                                  ,AL                                      ,35611-                                  ,LIMESTONE                               ,,,,445273,,,.1617,,,101,36865,7471,3419,15634,,482,,1789,1064,4447,,,,,,,
010083,01-OCT-13,30-SEP-14,Reopened,SOUTH BALDWIN REGIONAL MEDICAL CENTE    ,1613 NORTH MCKENZIE                     ,,FOLEY                                   ,AL                                      ,36535-                                  ,BALDWIN                                 ,,,,189738,,,.0561,,,112,40880,11014,4285,26985,,534,,2160,929,6121,,,,,,,
010085,01-APR-14,31-MAR-15,Settled,DECATUR MORGAN - DECATUR CAMPUS         ,7TH STREET S.E.                         ,2239                                    ,DECATUR                                 ,AL                                      ,35609-                                  ,MORGAN                                  ,,,,1049462,,,.1508,,,296,108040,23467,9084,48570,,1027.8,,4621,1716,11167,,,,,,680,
010086,01-MAY-14,31-DEC-14,Settled,NORTHWEST MEDICAL CENTER                ,HIGHWAY 78 WEST                         ,130                                     ,WINFIELD                                ,AL                                      ,35594                                   ,MARION                                  ,,,,23306,,,.0372,,,61,14945,2466,269,3634,,191.76,,541,75,912,28,,,7,,127,
010087,01-OCT-13,30-SEP-14,Reopened,UNIV OF SOUTH ALABAMA MEDICAL CENTER    ,2451 FILLINGIM STREET                   ,,MOBILE                                  ,AL                                      ,36617                                   ,MOBILE                                  ,6667279,,,672632,,,.2702,2017037,1706006,136,49640,6713,11088,39398,134.06,1408.79,,993,1769,6176,,,,,,,
010089,01-JAN-14,31-DEC-14,Reopened,WALKER BAPTIST MEDICAL CENTER           ,3400 HIGHWAY 78 EAST                    ,3547                                    ,JASPER                                  ,AL                                      ,35502                                   ,WALKER                                  ,,,,662836,,,.1785,,,135,49275,9778,5867,24064,,513.53,,2191,2042,5950,,,,363,,1418,
010090,01-JUL-14,30-JUN-15,Reopened,PROVIDENCE HOSPITAL                     ,6801 AIRPORT BLVD                       ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,120969,,,670886,,,.0654,24451,8312,349,127385,29290,9790,81906,.97,1359.23,,5039,1798,15503,405,,,,,,
010091,01-JUL-14,30-JUN-15,Settled,GROVE HILL MEMORIAL HOSPITAL            ,295 SOUTH JACKSON STREET                ,935                                     ,GROVE HILL                              ,AL                                      ,36451-                                  ,CLARKE                                  ,,,,30397,,,.12,,,21,7665,905,1249,3444,,107.82,,263,598,1003,,,,,,133,
010092,01-OCT-13,30-SEP-14,Reopened,DCH REGIONAL MEDICAL CENTER             ,809 UNIVERSITY BLVD EAST                ,,TUSCALOOSA                              ,AL                                      ,35401-                                  ,TUSCALOOSA                              ,3946009,,,3796708,,,.1684,1259549,418217,520,189800,65789,34538,146826,41.72,3722.79,,11630,,31473,,,,,,2179,771
010095,01-OCT-13,30-SEP-14,Settled,HALE COUNTY HOSPITAL                    ,508 GREENE STREET                       ,,GREENSBORO                              ,AL                                      ,36744                                   ,HALE                                    ,,,,27787,,,.12,,,28,10220,1917,195,2547,,72.96,,211,67,389,,,,,,,
010097,01-JAN-14,31-DEC-14,Reopened,ELMORE COMMUNITY HOSPITAL               ,500 HOSPITAL DRIVE                      ,,WETUMPKA                                ,AL                                      ,36092                                   ,ELMORE                                  ,,,,52938,,,.12,,,33,12045,1693,432,3661,,124.24,,407,84,895,,,,,,,
010099,01-OCT-13,30-SEP-14,Settled,D W MCMILLAN MEMORIAL HOSPITAL          ,1301 BELLEVILLE AVENUE                  ,908                                     ,BREWTON                                 ,AL                                      ,36427                                   ,ESCAMBIA                                ,,,,92617,,,.12,,,49,17885,3141,1906,7013,,210.44,,702,378,1601,,,,,,,
010100,01-APR-14,31-MAR-15,Reopened,THOMAS HOSPITAL                         ,750 MORPHY AVE                          ,929                                     ,FAIRHOPE                                ,AL                                      ,36532-                                  ,BALDWIN                                 ,,,,214781,,,.0349,,,129,47085,15254,3858,38172,,810.44,,3243,1464,8510,,,,,,,
010101,01-JAN-14,31-DEC-14,Reopened,CITIZENS BAPTIST MEDICAL CENTER         ,604 STONE AVENUE                        ,,TALLADEGA                               ,AL                                      ,35161                                   ,TALLADEGA                               ,,,,330274,,,.2677,,,81,29565,3215,2553,8124,,238.05,,937,1034,2502,,,,12,,228,
010102,01-OCT-13,30-SEP-14,Settled,JOHN PAUL JONES HOSPITAL                ,317 MCWILLIAMS AVENUE                   ,B                                       ,CAMDEN                                  ,AL                                      ,36726-1610                              ,WILCOX                                  ,,,,13509,,,.12,,,21,7686,433,110,743,,40.76,,114,34,215,,,,,,,
010103,01-JAN-14,31-DEC-14,Reopened,PRINCETON BAPTIST MEDICAL CENTER        ,701 PRINCETON AVE SW                    ,,BIRMINGHAM                              ,AL                                      ,35211                                   ,JEFFERSON                               ,6599925,,,603743,,,.0573,3195815,834364,273,99645,26024,12194,73884,54.45,1221.18,,4507,2149,13670,,,,,,576,
010104,01-JUL-14,30-JUN-15,Reopened,TRINITY MEDICAL CENTER                  ,800 MONTCLAIR ROAD                      ,,BIRMINGHAM                              ,AL                                      ,35213                                   ,JEFFERSON                               ,2465481,,,1038901,,,.1432,2126727,606760,310,113150,21992,11132,61036,37.01,1165.9,,3441,1583,10742,,,,25,1,278,238
010108,01-JUL-14,30-JUN-15,Reopened,PRATTVILLE BAPTIST HOSPITAL             ,124 SOUTH MEMORIAL DRIVE                ,,PRATTVILLE                              ,AL                                      ,36067-                                  ,AUTAUGA                                 ,,,,67696,,,.0457,,,50,18250,4896,1192,11313,,312.76,,1132,341,2749,,,,,,,
010109,01-OCT-13,30-SEP-14,Settled,PICKENS COUNTY MEDICAL CENTER           ,R.K. WILSON DRIVE                       ,,CARROLLTON                              ,AL                                      ,35477                                   ,PICKENS                                 ,,,,36555,,,.1042,,,40,14600,1884,236,2737,,122.97,,340,78,597,,,,5,,112,
010110,01-JAN-14,31-DEC-14,Settled,BULLOCK COUNTY HOSPITAL                 ,BULLOCK COUNTY HOSPITAL                 ,102 CONECUH AVENUE                      ,UNION SPRINGS                           ,AL                                      ,36089                                   ,BULLOCK                                 ,,,,44453,,,.12,,,30,10950,1790,934,3184,,123.59,,372,97,498,,,,240,,922,
010112,01-OCT-13,30-SEP-14,Settled,BRYAN W WHITFIELD MEMORIAL HOSPITAL     ,105 HIGHWAY 80 EAST                     ,,DEMOPOLIS                               ,AL                                      ,37832                                   ,MARENGO                                 ,,,,124798,,,.12,,,89,32574,6103,3090,10850,,230.1,,1026,856,2487,,,,25,,175,
010113,01-APR-14,31-MAR-15,Reopened,MOBILE INFIRMARY MEDICAL CENTER         ,FIVE MOBILE INFIRMARY CIRCLE            ,2144                                    ,MOBILE                                  ,AL                                      ,36652-                                  ,MOBILE                                  ,529793,,,2132646,,,.1248,235316,44940,615,224475,53480,18575,144134,4.87,2001.61,,8711,3851,25613,,,,285,5,1447,630
010114,01-JAN-14,31-DEC-14,Settled,UAB MEDICAL WEST                        ,995 NINTH AVENUE  SOUTHWEST             ,847                                     ,BESSEMER                                ,AL                                      ,35023                                   ,JEFFERSON                               ,,,,371340,,,.1299,,,187,68255,9345,6457,31485,,851.2,,1559,1557,5782,,,,232,102,463,266
010118,01-JUL-14,30-JUN-15,Reopened,VAUGHAN REGIONAL MEDICAL CENTER         ,1015 MEDICAL CENTER PARKWAY             ,,SELMA                                   ,AL                                      ,36701                                   ,DALLAS                                  ,586257,,,1243883,,,.3904,355107,174263,163,59495,8064,6492,20338,16,456.75,,2068,2048,5654,103,,,,,,
010120,01-OCT-13,30-SEP-14,Settled,MONROE COUNTY HOSPITAL                  ,HIGHWAY 21                              ,,MONROEVILLE                             ,AL                                      ,36461                                   ,MONROE                                  ,,,,66146,,,.12,,,49,17885,1710,963,3744,,167.62,,530,290,1135,,,,,,,
010125,01-MAY-14,31-DEC-14,Settled,LAKELAND COMMUNITY HOSPITAL             ,HIIGHWAY 195 EAST                       ,780                                     ,HALEYVILLE                              ,AL                                      ,35565                                   ,WINSTON                                 ,,,,75677,,,.1339,,,50,12250,2593,333,3469,,115.2,,531,163,873,,,,8,,75,
010126,01-JAN-14,31-DEC-14,Settled,TROY REGIONAL MEDICAL CENTER            ,130 HIGHWAY 231                         ,,TROY                                    ,AL                                      ,36081                                   ,PIKE                                    ,,,,101279,,,.12,,,97,35405,2696,880,5300,,236.56,,663,278,1559,,,,,,,
010128,01-JAN-14,31-DEC-14,Settled,JACKSON MEDICAL CENTER                  ,220 HOSPITAL DRIVE                      ,,JACKSON                                 ,AL                                      ,36545                                   ,CLARKE                                  ,,,,31561,,,.12,,,35,12775,1590,455,3008,,92.53,,264,149,625,,,,,,,
010129,01-APR-14,31-MAR-15,Settled,NORTH BALDWIN INFIRMARY                 ,1815 HAND AVENUE                        ,1409                                    ,BAY MINETTE                             ,AL                                      ,36507                                   ,BALDWIN                                 ,,,,85386,,,.12,,,55,20075,2194,1566,6183,,168.7,,546,646,1770,,,,8,,304,
010130,01-JUL-14,30-JUN-15,Settled,ST. VINCENTS ST. CLAIR                  ,7063 VETERANS PARKWAY                   ,,PELL CITY                               ,AL                                      ,35125                                   ,ST. CLAIR                               ,,,,,,,,,,40,14600,3222,391,7225,,177.77,,748,121,1862,,,,,,,
010131,01-JUL-14,30-JUN-15,Reopened,CRESTWOOD MEDICAL CENTER                ,ONE HOSPITAL DRIVE                      ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,,,,259950,,,.0316,,,147,54750,19212,4108,41773,,889.73,,4209,832,10300,,,,,,,
010138,01-JAN-14,31-DEC-14,Reopened,HILL HOSPITAL OF SUMTER COUNTY          ,751 DERBY DRIVE                         ,,YORK                                    ,AL                                      ,36925                                   ,SUMTER                                  ,,,,25947,,,.12,,,33,12045,1166,432,2127,,54.03,,222,124,620,,,,,,,
010139,01-JAN-14,31-DEC-14,Reopened,BROOKWOOD MEDICAL CENTER                ,2010 BROOKWOOD MEDICAL CENTER DRIVE     ,,BIRMINGHAM                              ,AL                                      ,35209                                   ,JEFFERSON                               ,,,,538153,,,.0506,,,468,170820,26109,12351,89226,,1328.76,,5379,1455,19905,17,,,778,,4483,596
010144,01-JAN-14,31-DEC-14,Reopened,SPRINGHILL MEMORIAL HOSPITAL            ,3719 DAUPHIN STREET                     ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,,,,383315,,,.0539,,,184,67160,20247,4242,51469,,973.09,,3602,883,10046,,,,,,,
010146,01-OCT-13,24-SEP-14,Settled,JACKSONVILLE MEDICAL CENTER             ,1701 PELHAM ROAD SOUTH                  ,,JACKSONVILLE                            ,AL                                      ,36265                                   ,CALHOUN                                 ,,,,54553,,,.12,,,60,21540,2060,1532,5312,,170.37,,465,347,1279,,,,17,,218,
010146,25-SEP-14,30-SEP-15,Settled,RMC JACKSONVILLE                        ,1701 PELHAM ROAD SOUTH                  ,,JACKSONVILLE                            ,AL                                      ,36265                                   ,CALHOUN                                 ,,,,47513,,,.12,,,55,20405,1747,574,3624,,139.94,,400,119,852,,,,18,,194,
010148,01-JAN-14,31-DEC-14,Reopened,EVERGREEN MEDICAL CENTER                ,101 CRESTVIEW AVENUE                    ,,EVERGREEN                               ,AL                                      ,36401-                                  ,CONECUH                                 ,,,,113737,,,.12,,,44,16060,3048,766,4858,,103.98,,917,335,1665,,,,,,,
010149,01-JUL-14,30-JUN-15,Settled,BAPTIST MEDICAL CENTER EAST             ,400 TAYLOR ROAD                         ,,MONTGOMERY                              ,AL                                      ,36117-                                  ,MONTGOMERY                              ,,,,868932,,,.2587,,,180,65700,10380,18726,51020,,762.08,,2094,4945,10058,,,,,,,
010150,01-FEB-14,31-JAN-15,Reopened,LV STABLER MEMORIAL HOSPITAL            ,29 LV STABLER DRIVE                     ,,GREENVILLE                              ,AL                                      ,36037                                   ,BUTLER                                  ,,,,73346,,,.1087,,,44,16060,2137,392,3657,,157.07,,551,137,1040,,,,,,163,
010157,01-APR-14,31-MAR-15,Reopened,SHOALS HOSPITAL                         ,201 W AVALON AVE.                       ,3359                                    ,MUSCLE SHOALS                           ,AL                                      ,35661                                   ,COLBERT                                 ,,,,39066,,,.0354,,,122,44530,3381,449,5661,,204.01,,765,125,1415,,,,,5,424,737
010158,01-JAN-14,31-DEC-14,Reopened,RUSSELLVILLE HOSPITAL                   ,P O BOX 1089                            ,,RUSSELLVILLE                            ,AL                                      ,35653                                   ,FRANKLIN                                ,,,,157768,,,.1189,,,92,33580,4947,880,7324,,188.95,,1012,310,1808,,,,,,,
010164,01-AUG-14,31-JUL-15,Settled,COOSA VALLEY MEDICAL CENTER             ,315 WEST HICKORY STREET                 ,,SYLACAUGA                               ,AL                                      ,35150-                                  ,TALLEDEGA                               ,,,,322290,,,.1945,,,122,44530,5384,2468,14180,,385.6,,1185,957,3432,,,,14,,262,
010168,01-JAN-14,31-DEC-14,Reopened,JACK HUGHSTON MEMORIAL HOSPITAL         ,4401 RIVER CHASE DRIVE                  ,,PHENIX CITY                             ,AL                                      ,36867                                   ,RUSSELL                                 ,,,,,,,,,,47,17155,3618,60,7147,,240.48,,1095,18,2242,,,,,,,
010169,01-OCT-13,30-SEP-14,Settled,ATMORE COMMUNITY HOSPITAL               ,401 MEDICAL PARK DRIVE                  ,,ATMORE                                  ,AL                                      ,36502                                   ,ESCAMBIA                                ,,,,73309,,,.0813,,,33,12045,3508,492,5345,,141.44,,782,111,1374,,,,,,,
