PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
010019,01-OCT-15,30-SEP-16,Settled,HELEN KELLER HOSPITAL                   ,1300 SOUTH MONTGOMERY AVENUE            ,610                                     ,SHEFFIELD                               ,AL                                      ,35660-                                  ,COLBERT                                 ,,,,667960,,,.1694,,,185,67710,11598,6711,25969,,654.6,,2677,2202,6507,,,,,,,
010021,01-OCT-15,30-SEP-16,Settled,DALE MEDICAL CENTER                     ,126 HOSPITAL                            ,,OZARK                                   ,AL                                      ,36360-                                  ,DALE                                    ,,,,107994,,,.12,,,77,28182,3653,1864,8067,,284.93,,684,343,1530,,,,27,,240,
010022,01-APR-16,31-MAR-17,Settled,CHEROKEE MEDICAL CENTER                 ,100 NORTHWOOD DRIVE                     ,,CENTRE                                  ,AL                                      ,35960-                                  ,CHEROKEE                                ,,,,109139,,,.2775,,,45,16425,2344,677,4349,,109.52,,315,155,857,,,,,,,
010023,01-JUL-16,30-JUN-17,Reopened,BAPTIST MEDICAL CENTER SOUTH            ,2105  EAST SOUTH BOULEVARD              ,11010                                   ,MONTGOMERY                              ,AL                                      ,36116-                                  ,MONTGOMERY                              ,2925062,,,2596098,,,.2478,598125,571249,329,120085,24659,27159,87146,39.47,1773.69,,4995,3659,18594,,,,,,2059,
010024,01-JAN-16,31-DEC-16,Settled,JACKSON HOSPITAL AND CLINIC  INC        ,1725 PINE STREET                        ,,MONTGOMERY                              ,AL                                      ,36106-1109                              ,MONTGOMERY                              ,,,,1058537,,,.11,,,241,88206,27205,10954,71822,,1318.74,,4684,1798,14647,,,,,,,
010029,01-OCT-15,30-SEP-16,Settled,EAST ALABAMA MEDICAL CENTER             ,2000 PEPPERELL PKWY                     ,,OPELIKA                                 ,AL                                      ,36802-                                  ,LEE                                     ,,,,1410747,,,.1179,,,315,115290,34955,14487,76801,,2253.95,,5912,2691,14626,,,,,,,
010032,01-OCT-15,30-SEP-16,Settled,WEDOWEE HOSPITAL                        ,301 NORTH MAIN STREET                   ,,WEDOWEE                                 ,AL                                      ,36278                                   ,RANDOLPH                                ,,,,6872,,,.0537,,,34,12444,424,106,1302,,74.64,,130,39,323,,,,,,,
010033,01-OCT-15,30-SEP-16,Reopened,UNIVERSITY OF ALABAMA HOSPITAL          ,619 SOUTH 19TH STREET                   ,,BIRMINGHAM                              ,AL                                      ,35233                                   ,JEFFERSON                               ,21800219,,,6992648,,,.1943,7913118,3247571,1054,385663,81548,85077,311787,555.82,8554,,12881,11103,43655,,,,,38,2587,1245
010034,01-OCT-15,30-SEP-16,Settled,COMMUNITY HOSPITAL INC.                 ,805 FRIENDSHIP DRIVE                    ,,TALLASSEE                               ,AL                                      ,36078                                   ,ELMORE                                  ,,,,53561,,,.0789,,,37,13505,3275,622,6139,,224.48,,494,145,1111,,,,6,,168,
010035,01-JUL-16,30-JUN-17,Settled,CULLMAN REGIONAL                        ,1912 ALABAMA HIGHWAY 157                ,,CULLMAN                                 ,AL                                      ,35056                                   ,CULLMAN                                 ,,,,383810,,,.0675,,,115,41975,13798,3011,27219,,817.09,,3381,1390,7807,,,,,,,
010036,01-APR-16,31-MAR-17,Settled,ANDALUSIA REGIONAL HOSPITAL             ,849 THREE NOTCH STREET                  ,,ANDALUSIA                               ,AL                                      ,36420                                   ,COVINGTON                               ,,,,241019,,,.12,,,88,32120,5647,2413,10986,,240.98,,1457,655,3107,142,,,,,,
010038,01-JUL-16,30-APR-17,Reopened,STRINGFELLOW MEMORIAL HOSPITAL          ,301 EAST 18TH STREET                    ,38                                      ,ANNISTON                                ,AL                                      ,36207                                   ,CALHOUN                                 ,,,,214493,,,.1258,,,125,38000,4927,1495,10185,,255.19,,1208,352,2427,,,,,,,
010039,01-JUL-16,30-JUN-17,Reopened,HUNTSVILLE HOSPITAL                     ,101 SIVLEY ROAD                         ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,5115981,,,3776048,,,.1072,1564011,671431,863,314995,85841,48290,241872,58.73,5986.22,,15558,10047,49243,,,,234,,1551,
010040,01-OCT-15,30-SEP-16,Settled,GADSDEN REGIONAL MEDICAL CENTER         ,1007 GOODYEAR AVENUE                    ,,GADSDEN                                 ,AL                                      ,35999                                   ,ETOWAH                                  ,,,,1264500,,,.125,,,225,82350,28647,12025,70009,,1105.02,,4989,2278,14190,,,,14,,299,
010044,01-OCT-15,30-SEP-16,Settled,MARION REGIONAL MEDICAL CENTER          ,1256 MILITARY ST SOUTH                  ,,HAMILTON                                ,AL                                      ,35570-                                  ,MARION                                  ,,,,,,,,,,36,13176,3189,115,3966,,111.24,,321,38,482,,,,,,,
010045,01-OCT-15,30-SEP-16,Reopened,FAYETTE MEDICAL CENTER                  ,1653 TEMPLE AVENUE NORTH                ,,FAYETTE                                 ,AL                                      ,35555-                                  ,FAYETTE                                 ,,,,26205,,,.037,,,42,15372,3977,267,4998,,182.8,,511,89,831,,,,,,,
010046,01-JAN-16,31-DEC-16,Settled,RIVERVIEW REGIONAL MEDICAL CENTER       ,600 SOUTH 3RD STREET                    ,,GADSDEN                                 ,AL                                      ,35901                                   ,ETOWAH                                  ,,,,322821,,,.0578,,,256,93440,14894,2946,29261,,621.91,,3205,855,7308,1,,,5,,192,
010047,01-JAN-16,31-DEC-16,Settled,GEORGIANA HOSPITAL                      ,515 MIRANDA STREET                      ,,GEORGIANA                               ,AL                                      ,36033                                   ,BUTLER                                  ,,,,12849,,,.0395,,,22,8052,1148,128,1637,,42.07,,348,44,512,,,,,,,
010049,01-JAN-16,31-DEC-16,Settled,MEDICAL CENTER ENTERPRISE               ,400 NORTH EDWARDS STREET                ,,ENTERPRISE                              ,AL                                      ,36330-                                  ,COFFEE                                  ,,,,175900,,,.12,,,117,42822,3130,3567,10352,,341.45,,1009,986,3426,,,,,,,
010051,01-OCT-15,30-SEP-16,Settled,GREENE COUNTY HOSPITAL                  ,509 WILSON AVENUE                       ,,EUTAW                                   ,AL                                      ,35462                                   ,GREENE                                  ,,,,15431,,,.12,,,20,7320,361,171,716,,93.42,,106,63,216,,,,,,,
010052,01-JAN-16,31-DEC-16,Settled,LAKE MARTIN COMMUNITY HOSPITAL          ,1231 SOUTH STREET                       ,,DADEVILLE                               ,AL                                      ,36853                                   ,TALLAPOOSA                              ,,,,33829,,,.0985,,,46,16836,959,180,1575,,83.04,,337,57,596,,,,,,,
010055,01-OCT-15,30-SEP-16,Settled,FLOWERS HOSPITAL                        ,4370 WEST MAIN STREET                   ,6907                                    ,DOTHAN                                  ,AL                                      ,36302-                                  ,HOUSTON                                 ,,,,739328,,,.0811,,,235,86010,25187,6220,52228,,1088.42,,4880,1436,11380,,,,,,,
010056,01-JUL-16,30-JUN-17,Reopened,ST VINCENTS BIRMINGHAM                  ,810 ST VINCENTS DRIVE                   ,,BIRMINGHAM                              ,AL                                      ,35205-                                  ,JEFFERSON                               ,83100,,,549356,,,.0426,39795,17916,409,149285,30392,9569,108859,,1780.81,,5601,1427,20328,,,,,,,
010058,01-OCT-15,30-SEP-16,Settled,BIBB MEDICAL CENTER                     ,165 PIERSON AVENUE                      ,,CENTREVILLE                             ,AL                                      ,35042                                   ,BIBB                                    ,,,,22554,,,.12,,,25,9125,1981,776,4222,,124.38,,163,147,517,,,,,,,
010059,01-OCT-15,30-SEP-16,Settled,LAWRENCE MEDICAL CENTER                 ,202 HOSPITAL STREET                     ,,MOULTON                                 ,AL                                      ,35650-                                  ,LAWRENCE                                ,,,,39078,,,.0896,,,43,15738,2196,187,3003,,122.09,,359,58,639,,,,,,,
010061,01-OCT-15,30-SEP-16,Settled,HIGHLANDS MEDICAL CENTER                ,380 WOOD COVE ROAD                      ,1050                                    ,SCOTTSBORO                              ,AL                                      ,35768                                   ,JACKSON                                 ,,,,236594,,,.12,,,170,62220,6557,2747,11635,,398.45,,1485,957,3767,,,,,,,
010062,01-OCT-15,30-SEP-16,Settled,WIREGRASS MEDICAL CENTER                ,1200 WEST MAPLE STREET                  ,,GENEVA                                  ,AL                                      ,36340                                   ,GENEVA                                  ,,,,46525,,,.0709,,,73,26718,2824,432,4612,,162.79,,618,129,1099,9,,,,,271,
010065,01-JAN-16,31-DEC-16,Settled,RUSSELL MEDICAL CENTER                  ,C                                       ,939                                     ,ALEXANDER CITY                          ,AL                                      ,35010                                   ,TALLAPOOSA                              ,,,,384098,,,.1432,,,43,15695,5447,2623,11155,,472.03,,1552,629,3061,,,,,,,
010069,01-OCT-15,30-SEP-16,Settled,SEAR                                    ,820 WEST WASHINGTON STREET              ,,EUFAULA                                 ,AL                                      ,36027                                   ,BARBOUR                                 ,,,,63276,,,.0999,,,30,10980,3318,617,5447,,147.21,,550,118,1082,,,,,,228,
010073,01-OCT-15,30-SEP-16,Settled,CLAY COUNTY HOSPITAL                    ,544 EAST AVENUE                         ,,ASHLAND                                 ,AL                                      ,36251                                   ,CLAY                                    ,,,,187989,,,.2782,,,46,16836,3482,1544,6194,,161.66,,603,310,1233,,,,,,,
010078,01-JUL-16,30-JUN-17,Settled,NORTHEAST ALABAMA REGIONAL MED CTR      ,400 EAST TENTH STREET                   ,2208                                    ,ANNISTON                                ,AL                                      ,36202-                                  ,CALHOUN                                 ,,,,1291857,,,.1571,,,250,91500,26994,13794,56309,,1359.02,,4579,4330,12131,,,,174,,870,
010079,01-JAN-16,30-JUN-16,Settled,ATHENS LIMESTONE                        ,ATHENS LIMESTONE HOSPITAL               ,999                                     ,ATHENS                                  ,AL                                      ,35611-                                  ,LIMESTONE                               ,,,,173071,,,.1153,,,71,12922,3797,1535,7996,,515.47,,907,571,2299,,,,,,,
010079,01-JUL-16,30-JUN-17,Reopened,ATHENS LIMESTONE                        ,ATHENS LIMESTONE HOSPITAL               ,999                                     ,ATHENS                                  ,AL                                      ,35611-                                  ,LIMESTONE                               ,,,,330701,,,.1157,,,71,25915,6670,2728,14634,,495.73,,1656,1002,4348,,,,,,,
010083,01-OCT-15,30-SEP-16,Settled,SOUTH BALDWIN REGIONAL MEDICAL CENTE    ,1613 NORTH MCKENZIE                     ,,FOLEY                                   ,AL                                      ,36535-                                  ,BALDWIN                                 ,,,,177010,,,.0522,,,112,40992,9676,2752,26402,,601.64,,2155,924,6505,,,,,,,
010085,01-APR-16,31-MAR-17,Settled,DECATUR MORGAN - DECATUR CAMPUS         ,7TH STREET S.E.                         ,2239                                    ,DECATUR                                 ,AL                                      ,35609-                                  ,MORGAN                                  ,,,,669177,,,.0956,,,194,70810,22536,7516,43979,,1078.79,,4305,2344,10131,,,,,,1503,
010086,01-JAN-16,31-DEC-16,Settled,NORTHWEST MEDICAL CENTER                ,HIGHWAY 78 WEST                         ,130                                     ,WINFIELD                                ,AL                                      ,35594                                   ,MARION                                  ,,,,32954,,,.042,,,61,22326,3527,399,5003,,179.35,,668,95,1145,,,,20,,220,
010087,01-OCT-15,30-SEP-16,Settled,UNIV OF SOUTH ALABAMA MEDICAL CENTER    ,2451 FILLINGIM STREET                   ,,MOBILE                                  ,AL                                      ,36617                                   ,MOBILE                                  ,5430558,,,846802,,,.2741,2112311,1853279,144,52704,7701,12741,42763,145.47,1554.5,,1234,1823,6949,,,,,,,
010089,03-OCT-15,31-DEC-15,Settled,WALKER BAPTIST MEDICAL CENTER           ,3400 HIGHWAY 78 EAST                    ,3547                                    ,JASPER                                  ,AL                                      ,35502                                   ,WALKER                                  ,,,,109832,,,.1432,,,145,13050,2097,1182,6001,,512.58,,470,503,1469,,,,117,,347,
010089,01-JAN-16,31-DEC-16,Settled,WALKER BAPTIST MEDICAL CENTER           ,3400 HIGHWAY 78 EAST                    ,3547                                    ,JASPER                                  ,AL                                      ,35502                                   ,WALKER                                  ,,,,686617,,,.1929,,,219,80154,9044,6197,24231,,456.51,,2025,1297,5845,,,,426,,1620,
010090,01-JUL-16,30-JUN-17,Settled,PROVIDENCE HOSPITAL                     ,6801 AIRPORT BLVD                       ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,29554,,,530877,,,.0582,,,349,127385,25048,10978,78609,,1235.9,,4377,1812,15087,115,,,,,,
010091,01-JUL-16,30-JUN-17,Settled,GROVE HILL MEMORIAL HOSPITAL            ,295 SOUTH JACKSON STREET                ,935                                     ,GROVE HILL                              ,AL                                      ,36451-                                  ,CLARKE                                  ,,,,29461,,,.12,,,21,7665,887,1202,3090,,111.88,,258,509,892,,,,15,,165,
010092,01-OCT-15,30-SEP-16,Reopened,DCH REGIONAL MEDICAL CENTER             ,809 UNIVERSITY BLVD EAST                ,,TUSCALOOSA                              ,AL                                      ,35401-                                  ,TUSCALOOSA                              ,4485359,,,4553801,,,.1863,1339107,506461,520,190320,66192,38202,154665,46.74,3718,,12482,8685,33879,,,,,,1746,778
010095,01-OCT-15,30-SEP-16,Settled,HALE COUNTY HOSPITAL                    ,508 GREENE STREET                       ,,GREENSBORO                              ,AL                                      ,36744                                   ,HALE                                    ,,,,26047,,,.12,,,28,10220,2298,260,3167,,78.36,,202,89,448,,,,,,,
010097,01-JAN-16,31-DEC-16,Settled,ELMORE COMMUNITY HOSPITAL               ,500 HOSPITAL DRIVE                      ,,WETUMPKA                                ,AL                                      ,36092                                   ,ELMORE                                  ,,,,47701,,,.12,,,33,12078,1333,536,2974,,124.89,,334,109,760,,,,,,,
010099,01-OCT-15,30-SEP-16,Settled,D W MCMILLAN MEMORIAL HOSPITAL          ,1301 BELLEVILLE AVENUE                  ,908                                     ,BREWTON                                 ,AL                                      ,36427                                   ,ESCAMBIA                                ,,,,87459,,,.12,,,49,17934,2593,2039,6601,,191.83,,655,398,1615,,,,,,,
010100,01-APR-16,31-MAR-17,Settled,THOMAS HOSPITAL                         ,750 MORPHY AVE                          ,929                                     ,FAIRHOPE                                ,AL                                      ,36532-                                  ,BALDWIN                                 ,,,,308830,,,.0442,,,129,47085,15445,4545,37432,,769.01,,3368,1586,8697,,,,,,,
010101,03-OCT-15,31-DEC-15,Reopened,CITIZENS BAPTIST MEDICAL CENTER         ,604 STONE AVENUE                        ,,TALLADEGA                               ,AL                                      ,35161                                   ,TALLADEGA                               ,,,,48433,,,.1936,,,81,7290,739,466,1991,,234.17,,183,194,575,,,,3,,64,
010101,01-JAN-16,31-DEC-16,Settled,CITIZENS BAPTIST MEDICAL CENTER         ,604 STONE AVENUE                        ,,TALLADEGA                               ,AL                                      ,35161                                   ,TALLADEGA                               ,,,,202559,58160,,.2395,,,81,29646,2952,2434,8420,,224.28,,820,643,2413,,,,28,,253,
010102,01-OCT-15,30-SEP-16,Settled,JOHN PAUL JONES HOSPITAL                ,317 MCWILLIAMS AVENUE                   ,B                                       ,CAMDEN                                  ,AL                                      ,36726-1610                              ,WILCOX                                  ,,,,8478,,,.12,,,21,7665,380,146,727,,38.99,,79,42,185,,,,,,,
010103,03-OCT-15,31-DEC-15,Reopened,PRINCETON BAPTIST MEDICAL CENTER        ,701 PRINCETON AVE SW                    ,,BIRMINGHAM                              ,AL                                      ,35211                                   ,JEFFERSON                               ,1029289,,,304347,,,.1204,818706,267700,273,24570,5720,2733,17227,52.31,1194.88,,1047,494,3350,,,,4,,149,
010103,01-JAN-16,31-DEC-16,Reopened,PRINCETON BAPTIST MEDICAL CENTER        ,701 PRINCETON AVE SW                    ,,BIRMINGHAM                              ,AL                                      ,35211                                   ,JEFFERSON                               ,4363608,,,1233283,,,.1136,3312573,904934,272,99479,23454,12268,71782,52.81,1086,,4242,1763,13487,,27,,,,672,
010104,01-JUL-16,30-JUN-17,Settled,GRANDVIEW MEDICAL CENTER                ,800 MONTCLAIR ROAD                      ,,BIRMINGHAM                              ,AL                                      ,35213                                   ,JEFFERSON                               ,2419034,,,739012,,,.0666,2067487,649302,351,127104,28377,11091,89304,40.2,1444.55,,4843,1472,17199,,,,,,312,393
010108,01-JUL-16,30-JUN-17,Settled,PRATTVILLE BAPTIST HOSPITAL             ,124 SOUTH MEMORIAL DRIVE                ,,PRATTVILLE                              ,AL                                      ,36067-                                  ,AUTAUGA                                 ,,,,130718,,,.0757,,,50,18250,5649,1704,14142,,297.21,,1266,464,3423,,,,,,,
010109,01-OCT-15,30-SEP-16,Settled,PICKENS COUNTY MEDICAL CENTER           ,R.K. WILSON DRIVE                       ,,CARROLLTON                              ,AL                                      ,35477                                   ,PICKENS                                 ,,,,19275,,,.0677,,,40,14600,1373,112,2036,,97.29,,251,51,490,,,,9,,89,
010110,01-JAN-16,31-DEC-16,Settled,BULLOCK COUNTY HOSPITAL                 ,BULLOCK COUNTY HOSPITAL                 ,102 CONECUH AVENUE                      ,UNION SPRINGS                           ,AL                                      ,36089                                   ,BULLOCK                                 ,,,,32935,,,.12,,,30,10980,1200,792,2970,,91.31,,261,84,615,,,,197,,558,
010112,01-OCT-15,30-SEP-16,Settled,BRYAN W WHITFIELD MEMORIAL HOSPITAL     ,105 HIGHWAY 80 EAST                     ,,DEMOPOLIS                               ,AL                                      ,36732                                   ,MARENGO                                 ,,,,99102,,,.12,,,89,32485,4785,2544,8509,,234.18,,763,646,1723,,,,16,,160,
010113,01-APR-16,31-MAR-17,Reopened,MOBILE INFIRMARY MEDICAL CENTER         ,FIVE MOBILE INFIRMARY CIRCLE            ,2144                                    ,MOBILE                                  ,AL                                      ,36652-                                  ,MOBILE                                  ,297446,,,2532075,,,.1471,152353,30441,601,219365,49375,25949,145449,5.12,1976.76,,8299,3707,25865,,,,306,9,1566,639
010114,01-JAN-16,31-DEC-16,Settled,UAB MEDICAL WEST                        ,995 NINTH AVENUE  SOUTHWEST             ,847                                     ,BESSEMER                                ,AL                                      ,35023                                   ,JEFFERSON                               ,,,,335759,,,.1069,,,187,68442,10180,6227,34047,,866.9,,1708,1587,6211,,,,39,38,502,417
010118,01-JUL-16,30-JUN-17,Settled,VAUGHAN REGIONAL MEDICAL CENTER         ,1015 MEDICAL CENTER PARKWAY             ,,SELMA                                   ,AL                                      ,36701                                   ,DALLAS                                  ,426577,,,1063674,,,.3916,317320,171770,163,59495,6306,6947,17692,15.01,429.44,,1763,1544,5157,314,,,,,,
010120,01-OCT-15,30-SEP-16,Settled,MONROE COUNTY HOSPITAL                  ,HIGHWAY 21                              ,,MONROEVILLE                             ,AL                                      ,36461                                   ,MONROE                                  ,,,,64653,,,.12,,,49,17934,1660,1023,3871,,212.11,,495,290,1139,,,,,,,
010125,01-JAN-16,31-DEC-16,Settled,LAKELAND COMMUNITY HOSPITAL             ,HIIGHWAY 195 EAST                       ,780                                     ,HALEYVILLE                              ,AL                                      ,35565                                   ,WINSTON                                 ,,,,103670,,,.1205,,,50,18300,4387,781,6261,,111.57,,838,171,1387,,,,15,,112,
010126,01-JAN-16,31-DEC-16,Settled,TROY REGIONAL MEDICAL CENTER            ,130 HIGHWAY 231                         ,,TROY                                    ,AL                                      ,36081                                   ,PIKE                                    ,,,,98778,,,.12,,,97,35502,3231,1388,6993,,241.34,,604,339,1653,,,,,,,
010128,01-JAN-16,31-DEC-16,Settled,JACKSON MEDICAL CENTER                  ,220 HOSPITAL DRIVE                      ,,JACKSON                                 ,AL                                      ,36545                                   ,CLARKE                                  ,,,,40221,,,.12,,,35,12810,1722,1093,4144,,95.55,,307,302,859,,,,,,,
010129,01-APR-16,31-MAR-17,Settled,NORTH BALDWIN INFIRMARY                 ,1815 HAND AVENUE                        ,1409                                    ,BAY MINETTE                             ,AL                                      ,36507                                   ,BALDWIN                                 ,,,,90817,,,.12,,,55,20075,1986,1313,6289,,769.01,,523,655,1817,,,,,,344,
010130,01-JUL-16,30-JUN-17,Settled,ST. VINCENTS ST. CLAIR                  ,7063 VETERANS PARKWAY                   ,,PELL CITY                               ,AL                                      ,35125                                   ,ST. CLAIR                               ,,,,,,,,,,40,14600,2814,407,7421,,158.02,,679,111,1827,,,,,,,
010131,01-JUL-16,30-JUN-17,Reopened,CRESTWOOD MEDICAL CENTER                ,ONE HOSPITAL DRIVE                      ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,,,,479103,,,.0522,,,176,64050,18911,3112,45882,,1021.07,,4183,1005,11152,,,,,,,
010138,01-JAN-16,31-DEC-16,Settled,HILL HOSPITAL OF SUMTER COUNTY          ,751 DERBY DRIVE                         ,,YORK                                    ,AL                                      ,36925                                   ,SUMTER                                  ,,,,16816,,,.12,,,33,12078,1617,1698,3746,,46.21,,169,163,555,,,,,,,
010139,03-OCT-15,31-DEC-15,Reopened,BROOKWOOD MEDICAL CENTER                ,2010 BROOKWOOD MEDICAL CENTER DRIVE     ,,BIRMINGHAM                              ,AL                                      ,35209                                   ,JEFFERSON                               ,,,,134685,,,.0567,,,406,36540,5573,3154,21401,,1345.99,,1217,360,4782,2,6,,254,,1087,181
010139,01-JAN-16,31-DEC-16,Settled,BROOKWOOD BAPTIST MEDICAL CENTER        ,2010 BROOKWOOD MEDICAL CENTER DRIVE     ,,BIRMINGHAM                              ,AL                                      ,35209                                   ,JEFFERSON                               ,,,,775293,,,.0724,,,422,154452,25368,14802,88854,,1372.67,,5146,1591,19062,7,30,,808,11,4459,756
010144,01-JAN-16,31-DEC-16,Settled,SPRINGHILL MEMORIAL HOSPITAL            ,3719 DAUPHIN STREET                     ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,,,,359224,,,.054,,,186,68076,18836,5263,56853,,996.47,,3249,1044,10642,,,,,,,212
010146,01-OCT-15,30-SEP-16,Settled,JACKSONVILLE MEDICAL CENTER             ,1701 PELHAM ROAD SOUTH                  ,,JACKSONVILLE                            ,AL                                      ,36265                                   ,CALHOUN                                 ,,,,40409,,,.12,,,38,13908,1282,610,3306,,139.42,,331,130,853,,,,14,,224,
010148,01-JAN-16,31-DEC-16,Reopened,EVERGREEN MEDICAL CENTER                ,101 CRESTVIEW AVENUE                    ,,EVERGREEN                               ,AL                                      ,36401-                                  ,CONECUH                                 ,,,,155210,,,.1777,,,44,16104,2927,915,5031,,104.1,,842,356,1622,,,,,,,
010149,01-JUL-16,30-JUN-17,Reopened,BAPTIST MEDICAL CENTER EAST             ,400 TAYLOR ROAD                         ,,MONTGOMERY                              ,AL                                      ,36117-                                  ,MONTGOMERY                              ,,,,739763,,,.2338,,,176,64240,10470,16891,52206,,806.04,,1942,4677,10067,,,,,,,
010150,01-FEB-16,31-JAN-17,Reopened,LV STABLER MEMORIAL HOSPITAL            ,29 LV STABLER DRIVE                     ,,GREENVILLE                              ,AL                                      ,36037                                   ,BUTLER                                  ,,,,52453,,,.0848,,,44,16104,1800,293,2983,,123.43,,486,127,869,,,,,,183,
