PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
010059,01-OCT-17,30-SEP-18,Settled,LAWRENCE MEDICAL CENTER                 ,202 HOSPITAL STREET                     ,,MOULTON                                 ,AL                                      ,35650-                                  ,LAWRENCE                                ,,,,25228,,,.0689,,,43,15695,1639,123,2626,,110.32,,287,47,625,,,,,,,
010061,01-OCT-17,30-SEP-18,Settled,HIGHLANDS MEDICAL CENTER                ,380 WOOD COVE ROAD                      ,1050                                    ,SCOTTSBORO                              ,AL                                      ,35768                                   ,JACKSON                                 ,,,,184493,,,.12,,,168,61320,4555,2536,10051,,346.25,,1027,818,2884,,,,,,,
010062,01-OCT-17,30-SEP-18,Settled,WIREGRASS MEDICAL CENTER                ,1200 WEST MAPLE STREET                  ,,GENEVA                                  ,AL                                      ,36340                                   ,GENEVA                                  ,,,,40906,,,.0605,,,73,26645,2584,430,4419,,174.05,,521,128,956,7,,,19,,341,
010065,01-JAN-18,31-DEC-18,Reopened,RUSSELL MEDICAL CENTER                  ,3316 HIGHWAY 280                        ,939                                     ,ALEXANDER CITY                          ,AL                                      ,35010                                   ,TALLAPOOSA                              ,,,,198976,,,.1352,,,34,16060,3223,1863,8271,,447.95,,951,476,2380,,,,,,,
010069,01-OCT-17,30-NOV-17,Settled,SEAR                                    ,820 WEST WASHINGTON STREET              ,,EUFAULA                                 ,AL                                      ,36027                                   ,BARBOUR                                 ,,,,8888,,,.0807,,,30,1830,579,70,912,,140.66,,84,12,169,,,,2,,48,
010069,01-DEC-17,31-DEC-18,Settled,MEDICAL CENTER BARBOUR                  ,820 WEST WASHINGTON STREET              ,,EUFAULA                                 ,AL                                      ,36027                                   ,BARBOUR                                 ,,,,49354,,,.0906,,,30,11880,2633,470,5116,,175.52,,455,110,1091,,,,,,273,
010073,01-OCT-17,30-SEP-18,Settled,CLAY COUNTY HOSPITAL                    ,83825 HIGHWAY 9                         ,1270                                    ,ASHLAND                                 ,AL                                      ,36251                                   ,CLAY                                    ,,,,171396,,,.2736,,,46,16790,2816,1313,4888,,157.82,,507,281,1027,,,,,,,
010078,01-OCT-17,30-SEP-18,Settled,NORTHEAST ALABAMA REGIONAL MED CTR      ,400 EAST TENTH STREET                   ,2208                                    ,ANNISTON                                ,AL                                      ,36202-                                  ,CALHOUN                                 ,,,,1097960,,,.1487,,,250,91250,23995,13450,57468,,1361.46,,4054,4418,12948,,,,,,1062,
010079,01-JUL-18,30-JUN-19,Settled,ATHENS LIMESTONE                        ,ATHENS LIMESTONE HOSPITAL               ,999                                     ,ATHENS                                  ,AL                                      ,35611-                                  ,LIMESTONE                               ,,,,306578,,,.12,,,66,24090,5301,2620,13306,,546.12,,1372,1067,4144,,,,,,,
010083,01-OCT-17,30-SEP-18,Settled,SOUTH BALDWIN REGIONAL MEDICAL CENTE    ,1613 NORTH MCKENZIE                     ,,FOLEY                                   ,AL                                      ,36535-                                  ,BALDWIN                                 ,166823,,,298975,,,.0753,,,112,40880,8670,3915,26065,2.02,629.14,,2035,900,6727,,,,,,,
010085,01-APR-18,31-MAR-19,Settled,DECATUR MORGAN - DECATUR CAMPUS         ,7TH STREET S.E.                         ,2239                                    ,DECATUR                                 ,AL                                      ,35609-                                  ,MORGAN                                  ,,,,390665,,,.0628,,,222,81030,19567,5008,41331,,1111.56,,3573,1497,8787,,,,,,1619,
010086,01-JAN-18,31-DEC-18,Settled,NORTHWEST MEDICAL CENTER                ,HIGHWAY 78 WEST                         ,130                                     ,WINFIELD                                ,AL                                      ,35594                                   ,MARION                                  ,,,,22352,,,.039,,,61,22265,2101,307,3459,,164.9,,488,119,914,,,,9,,183,
010087,01-OCT-17,30-SEP-18,Settled,USA HEALTH UNIVERSITY HOSPITAL          ,2451 FILLINGIM STREET                   ,,MOBILE                                  ,AL                                      ,36617                                   ,MOBILE                                  ,5832455,,,909071,,,.2646,2418597,2155011,149,54385,8995,14253,49731,139.01,1551.36,,1483,2144,8443,,,,,,,
010089,01-JAN-18,31-DEC-18,Settled,WALKER BAPTIST MEDICAL CENTER           ,3400 HIGHWAY 78 EAST                    ,3547                                    ,JASPER                                  ,AL                                      ,35502                                   ,WALKER                                  ,,,,511954,,,.1839,,,207,75555,7178,5379,24472,,438.93,,1632,1218,5842,,,,394,,1668,
010090,01-JUL-18,30-JUN-19,Settled,PROVIDENCE HOSPITAL                     ,6801 AIRPORT BLVD                       ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,,,,546950,,,.0684,,,349,127385,21387,2852,71743,,1735.45,,3780,549,13968,1438,,,,,,
010091,01-JUL-18,30-JUN-19,Settled,GROVE HILL MEMORIAL HOSPITAL            ,295 SOUTH JACKSON STREET                ,935                                     ,GROVE HILL                              ,AL                                      ,36451-                                  ,CLARKE                                  ,,,,20722,,,.12,,,21,7665,560,1047,2895,,105.55,,165,344,840,,,,11,,152,
010092,01-OCT-17,30-SEP-18,Settled,DCH REGIONAL MEDICAL CENTER             ,809 UNIVERSITY BLVD EAST                ,,TUSCALOOSA                              ,AL                                      ,35401-                                  ,TUSCALOOSA                              ,3911788,,,3371346,,,.1708,1405852,679517,497,181405,50136,33912,143290,47.65,3403.66,,9944,7906,31725,,,,,,2155,745
010095,01-OCT-17,30-SEP-18,Settled,HALE COUNTY HOSPITAL                    ,508 GREENE STREET                       ,,GREENSBORO                              ,AL                                      ,36744                                   ,HALE                                    ,,,,28547,,,.12,,,28,10220,1694,199,2618,,80.98,,215,82,459,,,,,,,
010097,01-JAN-18,31-DEC-18,Settled,ELMORE COMMUNITY HOSPITAL               ,500 HOSPITAL DRIVE                      ,,WETUMPKA                                ,AL                                      ,36092                                   ,ELMORE                                  ,,,,39898,,,.12,,,33,12045,1067,1042,3590,,112.52,,259,168,789,,,,,,,
010099,01-OCT-17,30-SEP-18,Settled,D W MCMILLAN MEMORIAL HOSPITAL          ,1301 BELLEVILLE AVENUE                  ,908                                     ,BREWTON                                 ,AL                                      ,36427                                   ,ESCAMBIA                                ,,,,78704,,,.12,,,46,16790,2265,1491,6058,,183.64,,566,387,1514,,,,,,,
010100,01-APR-18,31-MAR-19,Settled,THOMAS HOSPITAL                         ,750 MORPHY AVE                          ,929                                     ,FAIRHOPE                                ,AL                                      ,36532-                                  ,BALDWIN                                 ,,,,247170,,,.0375,,,129,47085,14296,5331,38655,,821,,3173,1817,10337,,,,,2,,265
010101,01-JAN-18,31-DEC-18,Settled,CITIZENS BAPTIST MEDICAL CENTER         ,604 STONE AVENUE                        ,,TALLADEGA                               ,AL                                      ,35161                                   ,TALLADEGA                               ,,,,128728,,,.1616,,,85,31000,2174,1457,6564,,199.52,,570,382,1916,,,,8,,183,
010102,01-OCT-17,30-SEP-18,Settled,JOHN PAUL JONES HOSPITAL                ,317 MCWILLIAMS AVENUE                   ,B                                       ,CAMDEN                                  ,AL                                      ,36726-1610                              ,WILCOX                                  ,,,,10737,,,.12,,,21,7665,324,73,546,,39.87,,91,35,172,,,,,,,
010103,01-JAN-18,31-DEC-18,Amended,PRINCETON BAPTIST MEDICAL CENTER        ,701 PRINCETON AVE SW                    ,,BIRMINGHAM                              ,AL                                      ,35211                                   ,JEFFERSON                               ,4039077,,,1152565,,,.1094,3576233,894164,279,101835,19710,11623,70611,54.96,1086,,3877,1731,13790,,,,,,555,
010104,01-JUL-18,30-JUN-19,Settled,GRANDVIEW MEDICAL CENTER                ,800 MONTCLAIR ROAD                      ,,BIRMINGHAM                              ,AL                                      ,35213                                   ,JEFFERSON                               ,2899596,,,733002,,,.055,1956235,762045,373,128855,27095,12582,104416,39.37,1761.14,,5549,5171,21858,,,,10,2,307,467
010108,01-JUL-18,30-JUN-19,Settled,PRATTVILLE BAPTIST HOSPITAL             ,124 SOUTH MEMORIAL DRIVE                ,,PRATTVILLE                              ,AL                                      ,36067-                                  ,AUTAUGA                                 ,,,,149311,,,.12,,,55,20075,4252,1323,12509,,302.24,,935,409,2887,,,,,,,
010109,01-OCT-17,30-SEP-18,Reopened,PICKENS COUNTY MEDICAL CENTER           ,R.K. WILSON DRIVE                       ,,CARROLLTON                              ,AL                                      ,35477                                   ,PICKENS                                 ,,,,35079,,,.12,,,40,14600,1201,227,2240,,124.75,,252,69,539,,,,13,,97,
010110,01-JAN-18,31-DEC-18,Settled,BULLOCK COUNTY HOSPITAL                 ,BULLOCK COUNTY HOSPITAL                 ,102 CONECUH AVENUE                      ,UNION SPRINGS                           ,AL                                      ,36089                                   ,BULLOCK                                 ,,,,23850,,,.12,,,30,10950,794,910,2331,,97.8,,174,166,473,,,,,,671,
010112,01-OCT-17,30-SEP-18,Settled,BRYAN W WHITFIELD MEMORIAL HOSPITAL     ,105 HIGHWAY 80 EAST                     ,,DEMOPOLIS                               ,AL                                      ,36732                                   ,MARENGO                                 ,,,,69462,,,.12,,,37,13505,2900,1877,6013,,208.72,,476,513,1249,,,,139,,471,
010113,01-APR-18,31-MAR-19,Reopened,MOBILE INFIRMARY MEDICAL CENTER         ,FIVE MOBILE INFIRMARY CIRCLE            ,2144                                    ,MOBILE                                  ,AL                                      ,36652-                                  ,MOBILE                                  ,157941,,,2042615,,,.1315,121954,29503,611,223015,44504,27409,146711,3.33,1919.8,,6998,4193,24926,,,,35,16,469,705
010114,01-JAN-18,30-SEP-18,As Submitted,UAB MEDICAL WEST                        ,995 NINTH AVENUE  SOUTHWEST             ,847                                     ,BESSEMER                                ,AL                                      ,35023                                   ,JEFFERSON                               ,,,,218728,,,.1003,,,187,51051,6800,4323,24754,,890.54,,1169,858,4739,,,,17,30,309,205
010118,01-JUL-18,30-JUN-19,Settled,VAUGHAN REGIONAL MEDICAL CENTER         ,1015 MEDICAL CENTER PARKWAY             ,,SELMA                                   ,AL                                      ,36701                                   ,DALLAS                                  ,486354,,,808994,,,.3481,258069,121145,109,39785,5493,5619,17242,18,410.21,,1499,1319,5216,148,,,,,,
010120,01-OCT-17,30-SEP-18,Settled,MONROE COUNTY HOSPITAL                  ,HIGHWAY 21                              ,,MONROEVILLE                             ,AL                                      ,36461                                   ,MONROE                                  ,,,,58808,,,.12,,,49,17885,1472,910,3594,,212.49,,425,290,1111,,,,,,,
010125,01-JAN-18,31-DEC-18,Settled,LAKELAND COMMUNITY HOSPITAL             ,42024 HIGHWAY 195                       ,780                                     ,HALEYVILLE                              ,AL                                      ,35565                                   ,WINSTON                                 ,,,,105796,,,.1391,,,49,17885,3060,724,5062,,104.76,,660,172,1258,,,,10,,101,
010126,01-JAN-18,31-MAR-18,Settled,TROY REGIONAL MEDICAL CENTER            ,130 HIGHWAY 231                         ,,TROY                                    ,AL                                      ,36081                                   ,PIKE                                    ,,,,28815,,,.12,,,97,8730,875,324,2049,,227.44,,154,78,466,,,,,,,
010126,01-APR-18,31-MAR-19,Settled,TROY REGIONAL MEDICAL CENTER            ,130 HIGHWAY 231                         ,,TROY                                    ,AL                                      ,36081                                   ,PIKE                                    ,,,,91313,,,.12,,,97,35405,2402,1326,6513,,216.91,,527,386,1736,,,,62,,343,
010128,01-JAN-18,31-DEC-18,Settled,JACKSON MEDICAL CENTER                  ,220 HOSPITAL DRIVE                      ,,JACKSON                                 ,AL                                      ,36545                                   ,CLARKE                                  ,,,,36518,,,.12,,,35,12775,1522,776,3409,,98.59,,281,230,746,,,,,,,
010129,01-APR-18,31-MAR-19,Settled,NORTH BALDWIN INFIRMARY                 ,1815 HAND AVENUE                        ,1409                                    ,BAY MINETTE                             ,AL                                      ,36507                                   ,BALDWIN                                 ,,,,66824,,,.12,,,55,20075,1387,1656,6207,,176.9,,381,660,1922,,,,,,272,
010130,01-JUL-18,30-JUN-19,Settled,ST. VINCENTS ST. CLAIR                  ,7063 VETERANS PARKWAY                   ,,PELL CITY                               ,AL                                      ,35125                                   ,ST. CLAIR                               ,,,,,,,,,,40,14600,2373,488,8561,,164,,580,130,1850,,,,,,,
010131,01-JUL-18,30-JUN-19,Settled,CRESTWOOD MEDICAL CENTER                ,ONE HOSPITAL DRIVE                      ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,,,,204408,,,.025,,,183,66795,14725,2021,40916,,1005.08,,3658,763,10985,,,,,,,
010138,01-JAN-18,31-DEC-18,Settled,HILL HOSPITAL OF SUMTER COUNTY          ,751 DERBY DRIVE                         ,,YORK                                    ,AL                                      ,36925                                   ,SUMTER                                  ,,,,9073,,,.12,,,33,12045,922,2412,5460,,39.13,,83,116,435,,,,,,,
010139,01-JAN-18,31-DEC-18,Settled w/Audit,BROOKWOOD BAPTIST MEDICAL CENTER        ,2010 BROOKWOOD MEDICAL CENTER DRIVE     ,,BIRMINGHAM                              ,AL                                      ,35209                                   ,JEFFERSON                               ,,,,717838,,,.0972,,,425,155125,17020,15020,76452,,1248.12,,3374,1685,15775,16,28,,769,1,3594,743
010144,01-JAN-18,31-DEC-18,Settled,SPRINGHILL MEMORIAL HOSPITAL            ,3719 DAUPHIN STREET                     ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,,,,378919,,,.0607,,,198,72270,15727,6542,59522,,1031.1,,2819,1279,11527,,,,,,,270
010146,01-OCT-17,30-JUN-18,Settled,JACKSONVILLE MEDICAL CENTER             ,1701 PELHAM ROAD SOUTH                  ,,JACKSONVILLE                            ,AL                                      ,36265                                   ,CALHOUN                                 ,,,,28002,,,.12,,,33,9009,1062,620,3371,,114.7,,229,124,697,,,,8,,259,
010148,01-JAN-18,31-DEC-18,Settled,EVERGREEN MEDICAL CENTER                ,101 CRESTVIEW AVENUE                    ,,EVERGREEN                               ,AL                                      ,36401-                                  ,CONECUH                                 ,,,,118032,,,.1351,,,44,16060,2530,697,4719,,106.5,,757,284,1543,,,,,,,
010149,01-JUL-18,30-JUN-19,Settled,BAPTIST MEDICAL CENTER EAST             ,400 TAYLOR ROAD                         ,,MONTGOMERY                              ,AL                                      ,36117-                                  ,MONTGOMERY                              ,,,,732482,,,.2749,,,207,75333,7930,17359,53341,,832.76,,1618,3874,14510,,,,,,,
010150,01-NOV-17,30-SEP-18,Settled,LV STABLER MEMORIAL HOSPITAL            ,29 LV STABLER DRIVE                     ,,GREENVILLE                              ,AL                                      ,36037                                   ,BUTLER                                  ,,,,31694,,,.0739,,,44,14696,1287,347,2685,,123.43,,352,122,781,,,,7,,187,
010157,01-APR-18,31-MAR-19,Settled,SHOALS HOSPITAL                         ,201 W AVALON AVE.                       ,3359                                    ,MUSCLE SHOALS                           ,AL                                      ,35661                                   ,COLBERT                                 ,,,,35010,,,.0675,,,122,44530,1612,799,5448,,173.87,,410,155,1194,2,3,,,,361,779
