PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
010065,01-JAN-22,31-DEC-22,As Submitted,RUSSELL MEDICAL CENTER                  ,3316 HIGHWAY 280                        ,939                                     ,ALEXANDER CITY                          ,AL                                      ,35010                                   ,TALLAPOOSA                              ,,,,124351,,,.1194,,,45,16425,2425,1259,7613,,495.82,,497,345,1801,41,,,,,,
010069,01-JAN-22,31-DEC-22,As Submitted,MEDICAL CENTER BARBOUR                  ,820 WEST WASHINGTON STREET              ,,EUFAULA                                 ,AL                                      ,36027                                   ,BARBOUR                                 ,,,,46363,,,.1134,,,30,10950,1060,458,3775,,144.22,,253,134,1003,,,,,,158,
010073,01-OCT-21,30-SEP-22,As Submitted,CLAY COUNTY HOSPITAL                    ,83825 HIGHWAY 9                         ,1270                                    ,ASHLAND                                 ,AL                                      ,36251                                   ,CLAY                                    ,,,,123529,,,.2959,,,46,16790,1367,1277,4341,,163.54,,252,263,873,,,,,,,
010078,01-OCT-21,30-SEP-22,As Submitted,NORTHEAST ALABAMA REGIONAL MED CTR      ,400 EAST TENTH STREET                   ,2208                                    ,ANNISTON                                ,AL                                      ,36202-                                  ,CALHOUN                                 ,,,,1041955,,,.16,,,412,150380,16202,15390,60065,,1429.61,,2818,4179,11697,,,,,,539,
010079,01-JUL-22,30-JUN-23,As Submitted,ATHENS LIMESTONE                        ,700 MARKET ST W                         ,,ATHENS                                  ,AL                                      ,35611-                                  ,LIMESTONE                               ,,,,197764,,,.0859,,,66,24090,4314,2404,14220,,602.3,,1061,888,3825,,,,,,,
010083,01-OCT-21,30-SEP-22,Amended,SOUTH BALDWIN REGIONAL MEDICAL CENTE    ,1613 NORTH MCKENZIE                     ,,FOLEY                                   ,AL                                      ,36535-                                  ,BALDWIN                                 ,1856382,,,247123,,,.0669,910477,696871,112,40880,6711,3230,24427,26.16,682.16,,1707,831,5299,,,,,,,
010085,01-APR-22,31-MAR-23,As Submitted,DECATUR MORGAN - DECATUR CAMPUS         ,7TH STREET S.E.                         ,2239                                    ,DECATUR                                 ,AL                                      ,35609-                                  ,MORGAN                                  ,,,,288287,,,.06,,,310,113150,12736,4718,41737,,1225.76,,2289,1515,8271,,,,844,,1464,
010086,01-JAN-22,31-DEC-22,As Submitted,NORTHWEST MEDICAL CENTER                ,HIGHWAY 78 WEST                         ,130                                     ,WINFIELD                                ,AL                                      ,35594                                   ,MARION                                  ,,,,,,,,,,28,10220,1562,356,3615,,185.68,,347,77,909,,,,18,,153,
010087,01-OCT-21,30-SEP-22,As Submitted,USA HEALTH UNIVERSITY HOSPITAL          ,2451 UNIVERSITY HOSPITAL DRIVE          ,,MOBILE                                  ,AL                                      ,36617                                   ,MOBILE                                  ,5164407,,,962390,,,.2144,4274411,2619689,242,88479,12488,20776,84597,193.76,2090.62,,1593,2314,11320,,,,,,,
010089,01-JAN-22,31-DEC-22,As Submitted,WALKER BAPTIST MEDICAL CENTER           ,3400 HIGHWAY 78 EAST                    ,3547                                    ,JASPER                                  ,AL                                      ,35502                                   ,WALKER                                  ,,,,351432,,,.1432,,,207,75555,4771,4755,22608,,353.6,,1048,1168,5461,,,,282,,1133,
010090,01-JUL-22,30-JUN-23,As Submitted,PROVIDENCE HOSPITAL                     ,6801 AIRPORT BLVD                       ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,,,,470822,,,.0718,,,349,127385,13313,8489,67178,,1002.46,,2400,1881,13071,,,,,,,
010091,01-JUL-22,30-JUN-23,As Submitted,GROVE HILL MEMORIAL HOSPITAL            ,295 SOUTH JACKSON STREET                ,935                                     ,GROVE HILL                              ,AL                                      ,36451-                                  ,CLARKE                                  ,,,,5963,,,.12,,,21,7665,158,589,1666,,87.29,,39,221,448,,,,5,,51,
010092,01-OCT-21,30-SEP-22,As Submitted,DCH REGIONAL MEDICAL CENTER             ,809 UNIVERSITY BLVD EAST                ,,TUSCALOOSA                              ,AL                                      ,35401-                                  ,TUSCALOOSA                              ,2321555,,,1797086,,,.1719,1489958,702488,372,135780,26911,28980,126916,48.71,2864.62,,4407,6313,31691,,,,,15,1077,648
010095,01-OCT-21,30-SEP-22,As Submitted,HALE COUNTY HOSPITAL                    ,508 GREENE STREET                       ,,GREENSBORO                              ,AL                                      ,36744                                   ,HALE                                    ,,,,20921,,,.12,,,28,10220,695,230,1659,,84.09,,116,75,384,4,,,,,,
010097,01-JAN-22,31-DEC-22,As Submitted,ELMORE COMMUNITY HOSPITAL               ,500 HOSPITAL DRIVE                      ,,WETUMPKA                                ,AL                                      ,36092                                   ,ELMORE                                  ,,,,26084,,,.12,,,33,12045,521,500,3672,,138.13,,147,102,810,,,,,,,
010099,01-OCT-21,30-SEP-22,As Submitted,D W MCMILLAN MEMORIAL HOSPITAL          ,1301 BELLEVILLE AVENUE                  ,908                                     ,BREWTON                                 ,AL                                      ,36427                                   ,ESCAMBIA                                ,,,,46603,,,.12,,,46,16790,1139,833,4313,,166.07,,267,290,1122,,,,,,,
010100,01-APR-22,31-MAR-23,As Submitted,THOMAS HOSPITAL                         ,750 MORPHY AVE                          ,929                                     ,FAIRHOPE                                ,AL                                      ,36532-                                  ,BALDWIN                                 ,2858060,,,554877,,,.0822,1288035,609689,164,59860,13068,4761,48793,31.23,981,,2712,1157,11925,,,,,1,,348
010101,01-JAN-22,31-DEC-22,As Submitted,CITIZENS BAPTIST MEDICAL CENTER         ,604 STONE AVENUE                        ,,TALLADEGA                               ,AL                                      ,35161                                   ,TALLADEGA                               ,,,,45810,,,.0758,,,103,37595,1221,1019,8349,,145.4,,315,242,1525,,,,,,,
010102,01-OCT-21,30-SEP-22,As Submitted,JOHN PAUL JONES HOSPITAL                ,317 MCWILLIAMS AVENUE                   ,B                                       ,CAMDEN                                  ,AL                                      ,36726-1610                              ,WILCOX                                  ,,,,3674,,,.12,,,21,7665,72,41,360,,33.87,,21,20,89,,,,,,,
010103,01-JAN-22,31-DEC-22,As Submitted,PRINCETON BAPTIST MEDICAL CENTER        ,701 PRINCETON AVE SW                    ,,BIRMINGHAM                              ,AL                                      ,35211                                   ,JEFFERSON                               ,2130558,,,613351,,,.1188,4135381,1213681,261,95265,9619,9707,55816,50.74,709.33,,1795,1481,10283,,,,19,,253,
010104,01-JUL-22,30-JUN-23,As Submitted,GRANDVIEW MEDICAL CENTER                ,800 MONTCLAIR ROAD                      ,,BIRMINGHAM                              ,AL                                      ,35213                                   ,JEFFERSON                               ,2692453,,,938398,,,.0652,2267000,1042673,404,147460,25390,16796,124020,44.54,2035.13,,5045,2563,24715,,,,10,,277,446
010108,01-JUL-22,30-JUN-23,As Submitted,PRATTVILLE BAPTIST HOSPITAL             ,124 SOUTH MEMORIAL DRIVE                ,,PRATTVILLE                              ,AL                                      ,36067-                                  ,AUTAUGA                                 ,,,,68407,,,.0535,,,55,20075,3673,1507,14123,,322.18,,726,392,2811,,,,19,,335,
010110,01-JAN-22,31-DEC-22,As Submitted,BULLOCK COUNTY HOSPITAL                 ,BULLOCK COUNTY HOSPITAL                 ,102 CONECUH AVENUE                      ,UNION SPRINGS                           ,AL                                      ,36089                                   ,BULLOCK                                 ,,,,1694,,,.12,,,29,10585,57,250,523,,83.97,,11,36,84,,,,165,,605,
010112,01-OCT-21,30-SEP-22,As Submitted,WHITFIELD REGIONAL HOSPITAL             ,105 HIGHWAY 80 EAST                     ,,DEMOPOLIS                               ,AL                                      ,36732                                   ,MARENGO                                 ,,,,91814,,,.12,,,47,17155,2608,1203,8479,,217.52,,346,265,1361,,,,113,,462,
010113,01-APR-22,31-MAR-23,As Submitted,MOBILE INFIRMARY MEDICAL CENTER         ,FIVE MOBILE INFIRMARY CIRCLE            ,2144                                    ,MOBILE                                  ,AL                                      ,36652-                                  ,MOBILE                                  ,127504,,,2657281,,,.236,104002,40662,498,181770,28155,16162,132609,1.94,1919.8,,4150,2200,22711,3379,2,,33,3,437,517
010114,01-OCT-21,30-SEP-22,As Submitted,UAB MEDICAL WEST                        ,995 NINTH AVENUE  SOUTHWEST             ,847                                     ,BESSEMER                                ,AL                                      ,35023                                   ,JEFFERSON                               ,,,,235952,,,.1042,,,204,74460,6110,5455,34646,,918.24,,987,1115,5925,,,,28,37,276,221
010118,01-JUL-22,30-JUN-23,As Submitted,VAUGHAN REGIONAL MEDICAL CENTER         ,1015 MEDICAL CENTER PARKWAY             ,,SELMA                                   ,AL                                      ,36701                                   ,DALLAS                                  ,258141,,,368165,,,.3163,363508,176214,109,39785,2522,3781,12779,16.43,312.41,,612,1152,3695,11,,,,,,
010120,01-OCT-21,30-SEP-22,As Submitted,MONROE COUNTY HOSPITAL                  ,2016 SOUTH ALABAMA AVENUE               ,886                                     ,MONROEVILLE                             ,AL                                      ,36461                                   ,MONROE                                  ,,,,37424,,,.12,,,46,16790,871,1050,3352,,169.35,,222,312,917,,,,,,,
010125,01-JAN-22,31-DEC-22,As Submitted,LAKELAND COMMUNITY HOSPITAL             ,42024 HIGHWAY 195                       ,780                                     ,HALEYVILLE                              ,AL                                      ,35565                                   ,WINSTON                                 ,,,,44051,,,.0856,,,40,14600,2218,329,3379,,105.69,,333,75,829,,,,,,140,
010126,01-APR-22,31-MAR-23,As Submitted,TROY REGIONAL MEDICAL CENTER            ,1330 HIGHWAY 231                        ,,TROY                                    ,AL                                      ,36081                                   ,PIKE                                    ,,,,33384,,,.12,,,41,14965,617,738,3821,,214.93,,175,200,986,,,,22,,230,
010128,01-JAN-22,31-DEC-22,Amended,JACKSON MEDICAL CENTER                  ,220 HOSPITAL DRIVE                      ,,JACKSON                                 ,AL                                      ,36545                                   ,CLARKE                                  ,,,,22475,,,.12,,,35,12775,659,565,2204,,102.19,,140,176,538,,,,,,,
010129,01-APR-22,31-MAR-23,As Submitted,NORTH BALDWIN INFIRMARY                 ,1815 HAND AVENUE                        ,1409                                    ,BAY MINETTE                             ,AL                                      ,36507                                   ,BALDWIN                                 ,,,,71772,,,.12,,,58,21170,1298,635,5979,,139.72,,338,373,2476,7,,,,,310,
010130,01-JUL-22,30-JUN-23,As Submitted,ST. VINCENTS ST. CLAIR                  ,7063 VETERANS PARKWAY                   ,,PELL CITY                               ,AL                                      ,35125                                   ,ST. CLAIR                               ,,,,,,,,,,40,14600,2212,535,9458,,161.18,,503,175,2150,,,,,,,
010131,01-JUL-22,30-JUN-23,As Submitted,CRESTWOOD MEDICAL CENTER                ,ONE HOSPITAL DRIVE                      ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,,,,167237,,,.0273,,,164,62170,11469,3714,39718,,955.06,,2410,701,8715,,,,,,,
010138,01-JAN-22,31-DEC-22,As Submitted,HILL HOSPITAL OF SUMTER COUNTY          ,751 DERBY DRIVE                         ,,YORK                                    ,AL                                      ,36925                                   ,SUMTER                                  ,,,,4068,,,.12,,,33,12045,225,1941,2388,,46.09,,31,95,240,,,,,,,
010139,01-JAN-22,31-DEC-22,As Submitted,BROOKWOOD BAPTIST MEDICAL CENTER        ,2010 BROOKWOOD MEDICAL CENTER DRIVE     ,,BIRMINGHAM                              ,AL                                      ,35209                                   ,JEFFERSON                               ,,,,473849,,,.1106,,,429,156585,8536,12244,58257,,851.01,,1489,1467,11151,16,11,,406,1,1793,743
010144,01-JAN-22,31-DEC-22,As Submitted,SPRINGHILL MEMORIAL HOSPITAL            ,3719 DAUPHIN STREET                     ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,,,,349988,,,.0631,,,179,65335,10458,5014,50857,,983.6,,1726,904,8427,,,,,,,284
010148,01-JAN-22,31-DEC-22,As Submitted,EVERGREEN MEDICAL CENTER                ,101 CRESTVIEW AVENUE                    ,,EVERGREEN                               ,AL                                      ,36401-                                  ,CONECUH                                 ,,,,59388,,,.1132,,,44,16060,1536,518,3863,,98.75,,388,211,970,,,,,,,
010149,01-JUL-22,30-JUN-23,As Submitted,BAPTIST MEDICAL CENTER EAST             ,400 TAYLOR ROAD                         ,,MONTGOMERY                              ,AL                                      ,36117-                                  ,MONTGOMERY                              ,,,,758446,,,.2713,,,208,75920,7435,16717,59148,,925.24,,1364,3127,11308,2598,,,,,,
010150,01-OCT-21,30-SEP-22,As Submitted,REGIONAL MEDICAL CTR OF CENTRAL AL      ,29 LV STABLER DRIVE                     ,,GREENVILLE                              ,AL                                      ,36037                                   ,BUTLER                                  ,,,,28332,,,.0836,,,44,16060,994,382,3124,,160.36,,197,95,669,,,,6,,154,
010157,01-APR-22,31-MAR-23,As Submitted,SHOALS HOSPITAL                         ,201 W AVALON AVE.                       ,3359                                    ,MUSCLE SHOALS                           ,AL                                      ,35661                                   ,COLBERT                                 ,,,,27369,,,.12,,,53,19295,911,1938,7906,,152.7,,144,274,1227,8,,,,14,320,780
010158,01-JAN-22,31-DEC-22,As Submitted,RUSSELLVILLE HOSPITAL                   ,15155 HIGHWAY 43                        ,1089                                    ,RUSSELLVILLE                            ,AL                                      ,35653                                   ,,,,,70155,,,.109,,,49,17885,2061,541,4737,,124.85,,347,109,921,,,,,,,
010164,01-AUG-22,31-JUL-23,As Submitted,COOSA VALLEY MEDICAL CENTER             ,315 WEST HICKORY STREET                 ,,SYLACAUGA                               ,AL                                      ,35150                                   ,TALLADEGA                               ,,,,205279,,,.2508,,,122,44530,2179,3381,10816,,357.83,,448,848,2871,,,,11,,346,
010168,01-JAN-22,31-DEC-22,As Submitted,JACK HUGHSTON MEMORIAL HOSPITAL         ,4401 RIVER CHASE DRIVE                  ,,PHENIX CITY                             ,AL                                      ,36867                                   ,RUSSELL                                 ,811964,,,,,,,270582,255005,47,17155,1556,183,6044,8.96,291.2,,539,35,2740,9,,,,,,
010169,01-OCT-21,30-SEP-22,As Submitted,ATMORE COMMUNITY HOSPITAL               ,401 MEDICAL PARK DRIVE                  ,,ATMORE                                  ,AL                                      ,36502                                   ,ESCAMBIA                                ,,,,12369,,,.0444,,,49,17885,1215,392,3818,,140.29,,182,111,822,,,,,,,
010173,01-JUL-22,30-JUN-23,As Submitted,ST. VINCENTS CHILTON                    ,2030 LAY DAM ROAD                       ,,CLANTON                                 ,AL                                      ,35045                                   ,CHILTON                                 ,,,,8075,,,.0425,,,26,9490,468,195,2479,,107.36,,112,72,679,,,,,,,
010174,01-JAN-22,31-DEC-22,As Submitted,THOMASVILLE REGIONAL MEDICAL CENTER     ,300 MED PARK DRIVE                      ,,THOMASVILLE                             ,AL                                      ,36784                                   ,CLARKE                                  ,,,,11156,,,.12,,,29,10585,210,139,425,,98.76,,64,80,220,,,,,,,
010175,01-OCT-21,30-SEP-22,As Submitted,EAMC-LANIER                             ,4800 48TH STREET                        ,,VALLEY                                  ,AL                                      ,36854                                   ,CHAMBERS                                ,,,,11807,,,.0572,,,12,4349,743,264,2106,,175.57,,139,56,460,,,,,1,,252
011300,01-OCT-21,30-SEP-22,As Submitted,WASHINGTON COUNTY HOSPITAL              ,ST. STEPHENS AVENUE                     ,1299                                    ,CHATOM                                  ,AL                                      ,36518                                   ,WASHINGTON                              ,,,,,,,,,,15,5475,942,301,1902,,82.45,,55,85,171,,,,,,,
011302,01-OCT-21,30-SEP-22,As Submitted,RED BAY HOSPITAL                        ,211 HOSPITAL ROAD                       ,490                                     ,RED BAY                                 ,AL                                      ,35582-                                  ,,,,,,,,,,,25,9125,1998,49,2957,,79.81,,183,49,325,,,,,,,
