PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
010021,01-OCT-18,30-SEP-19,Settled,DALE MEDICAL CENTER                     ,126 HOSPITAL                            ,,OZARK                                   ,AL                                      ,36360-                                  ,DALE                                    ,,,,75620,,,.12,,,77,28105,2537,1537,7446,,272.33,,461,251,1132,,,,27,,372,
010022,01-JUL-19,30-JUN-20,Settled,CHEROKEE MEDICAL CENTER                 ,400 NORTHWOOD DRIVE                     ,,CENTRE                                  ,AL                                      ,35960-                                  ,CHEROKEE                                ,,,,30888,,,.12,,,45,16470,988,1128,3366,,80.81,,220,211,723,71,,,,,,
010023,01-JUL-19,30-JUN-20,Settled,BAPTIST MEDICAL CENTER SOUTH            ,2105  EAST SOUTH BOULEVARD              ,11010                                   ,MONTGOMERY                              ,AL                                      ,36116-                                  ,MONTGOMERY                              ,2613909,,,1821770,,,.1961,592881,635132,326,119316,21092,21654,88615,41.61,1807.52,,3832,3215,14979,,,,,,1889,
010024,01-JAN-19,31-DEC-19,As Submitted,JACKSON HOSPITAL AND CLINIC  INC        ,1725 PINE STREET                        ,,MONTGOMERY                              ,AL                                      ,36106-1109                              ,MONTGOMERY                              ,,,,1112897,,,.1307,,,270,98550,20253,11042,73048,,1562.25,,3750,1936,14291,159,,,,,,
010029,01-OCT-18,30-SEP-19,Amended,EAST ALABAMA MEDICAL CENTER             ,2000 PEPPERELL PKWY                     ,,OPELIKA                                 ,AL                                      ,36802-                                  ,LEE                                     ,,,,1322165,,,.1418,,,299,109135,25060,17270,78863,,2484.86,,4388,4851,17291,113,,,,13,,329
010033,01-OCT-18,30-SEP-19,As Submitted,UNIVERSITY OF ALABAMA HOSPITAL          ,619 SOUTH 19TH STREET                   ,,BIRMINGHAM                              ,AL                                      ,35233                                   ,JEFFERSON                               ,21008496,,,7311078,,,.2048,7881051,3186240,1100,401256,75093,85691,334853,567.86,8935.68,,11875,9123,53894,,,,730,279,2362,1301
010034,01-OCT-18,30-SEP-19,Settled,COMMUNITY HOSPITAL INC.                 ,805 FRIENDSHIP DRIVE                    ,,TALLASSEE                               ,AL                                      ,36078                                   ,ELMORE                                  ,,,,30793,,,.1054,,,37,13505,1647,349,3969,,173.81,,222,77,694,,,,20,,138,
010035,01-JUL-19,30-JUN-20,Settled,CULLMAN REGIONAL                        ,1912 ALABAMA HIGHWAY 157                ,,CULLMAN                                 ,AL                                      ,35056                                   ,CULLMAN                                 ,,,,326258,,,.079,,,133,48678,10056,3523,26357,,923.05,,2582,1461,7810,,,,,,,
010036,01-APR-19,31-MAR-20,Settled,ANDALUSIA REGIONAL HOSPITAL             ,849 THREE NOTCH STREET                  ,,ANDALUSIA                               ,AL                                      ,36420                                   ,COVINGTON                               ,,,,327065,,,.1797,,,83,30378,5152,2171,10215,,259.39,,1225,587,2696,4,,,,,,
010038,01-OCT-18,30-SEP-19,Settled,STRINGFELLOW MEMORIAL HOSPITAL          ,301 EAST 18TH STREET                    ,P.O. BOX                                ,ANNISTON                                ,AL                                      ,36207                                   ,CALHOUN                                 ,,,,196477,,,.1427,,,125,45625,4043,2307,11821,,230.84,,904,467,2716,,,,,,,
010039,01-JUL-19,30-JUN-20,Settled,HUNTSVILLE HOSPITAL                     ,101 SIVLEY ROAD                         ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,4219336,26428,,3701118,23182,,.1185,1768562,758298,887,324642,71480,49126,226081,59.55,6508.59,,12816,10691,48584,,,,249,,1767,
010040,01-OCT-18,30-SEP-19,Settled,GADSDEN REGIONAL MEDICAL CENTER         ,1007 GOODYEAR AVENUE                    ,,GADSDEN                                 ,AL                                      ,35903                                   ,ETOWAH                                  ,,,,1112834,,,.138,,,222,81030,20516,12218,60013,,985.9,,3952,2282,12898,,,,20,,344,
010044,01-OCT-18,30-SEP-19,Settled,MARION REGIONAL MEDICAL CENTER          ,1256 MILITARY ST SOUTH                  ,,HAMILTON                                ,AL                                      ,35570-                                  ,MARION                                  ,,,,10011,,,.0298,,,36,13140,2345,108,3133,,108.5,,259,35,479,,,,,,,
010045,01-OCT-18,30-SEP-19,Settled,FAYETTE MEDICAL CENTER                  ,1653 TEMPLE AVENUE NORTH                ,,FAYETTE                                 ,AL                                      ,35555-                                  ,FAYETTE                                 ,,,,14957,,,.0347,,,45,16425,2718,161,3826,,174.64,,310,65,559,,,,,,,
010046,01-JAN-19,31-DEC-19,Settled,RIVERVIEW REGIONAL MEDICAL CENTER       ,600 SOUTH 3RD STREET                    ,,GADSDEN                                 ,AL                                      ,35901                                   ,ETOWAH                                  ,,,,440954,,,.0881,,,256,93440,9785,2919,23777,,552.8,,2568,696,6300,1,,,2,,333,
010047,01-JAN-19,08-MAR-19,Settled,GEORGIANA HOSPITAL                      ,515 MIRANDA STREET                      ,,GEORGIANA                               ,AL                                      ,36033                                   ,BUTLER                                  ,,,,3287,,,.0751,,,22,1474,147,32,247,,36.63,,44,13,82,,,,,,,
010049,01-JAN-19,31-DEC-19,Settled,MEDICAL CENTER ENTERPRISE               ,400 NORTH EDWARDS ST                    ,,ENTERPRISE                              ,AL                                      ,36330-                                  ,COFFEE                                  ,,,,209218,,,.12,,,99,36135,3917,3485,12052,,331.64,,1142,966,3832,,,,,,,
010051,01-OCT-18,30-SEP-19,Settled,GREENE COUNTY HOSPITAL                  ,509 WILSON AVENUE                       ,,EUTAW                                   ,AL                                      ,35462                                   ,GREENE                                  ,,,,12883,,,.12,,,20,7300,509,857,1764,,65.42,,110,170,355,,,,,,,
010052,01-JAN-19,31-DEC-19,Settled,LAKE MARTIN COMMUNITY HOSPITAL          ,1231 SOUTH STREET                       ,,DADEVILLE                               ,AL                                      ,36853                                   ,TALLAPOOSA                              ,,,,42627,,,.1615,,,46,16790,691,256,1618,,67.57,,253,91,587,,,,,,,
010055,01-OCT-18,30-SEP-19,Settled,FLOWERS HOSPITAL                        ,4370 WEST MAIN STREET                   ,6907                                    ,DOTHAN                                  ,AL                                      ,36302-                                  ,HOUSTON                                 ,,,,784179,,,.084,,,235,85775,20820,7265,55402,,1069.2,,4225,1839,12538,,,,,,,
010056,01-JUL-19,30-JUN-20,Amended,ST VINCENTS BIRMINGHAM                  ,810 ST VINCENTS DRIVE                   ,,BIRMINGHAM                              ,AL                                      ,35205-                                  ,JEFFERSON                               ,70125,,,723814,,,.068,43834,26606,399,146034,19618,10664,86396,2.12,1730.89,,4407,1963,19579,,,,,,,
010058,01-OCT-18,30-SEP-19,Settled,BIBB MEDICAL CENTER                     ,165 PIERSON AVENUE                      ,,CENTREVILLE                             ,AL                                      ,35042                                   ,BIBB                                    ,,,,21639,,,.12,,,25,9125,1801,350,3932,,123.78,,152,102,385,,,,,,,
010059,01-OCT-18,30-SEP-19,Settled,LAWRENCE MEDICAL CENTER                 ,202 HOSPITAL STREET                     ,,MOULTON                                 ,AL                                      ,35650-                                  ,LAWRENCE                                ,,,,16074,,,.0566,,,43,15695,1460,105,2375,,104.32,,239,39,573,,,,,,,
010061,01-OCT-18,30-SEP-19,Settled,HIGHLANDS MEDICAL CENTER                ,380 WOOD COVE ROAD                      ,1050                                    ,SCOTTSBORO                              ,AL                                      ,35768                                   ,JACKSON                                 ,,,,154770,,,.12,,,45,16060,4020,2796,10784,,359.61,,880,552,2622,,,,,,,
010062,01-OCT-18,30-SEP-19,Settled,WIREGRASS MEDICAL CENTER                ,1200 WEST MAPLE STREET                  ,,GENEVA                                  ,AL                                      ,36340                                   ,GENEVA                                  ,,,,51221,,,.12,,,73,26645,1708,450,3502,,155.21,,347,139,805,12,,,33,,312,
010065,01-JAN-19,31-DEC-19,Settled,RUSSELL MEDICAL CENTER                  ,3316 HIGHWAY 280                        ,939                                     ,ALEXANDER CITY                          ,AL                                      ,35010                                   ,TALLAPOOSA                              ,,,,216380,,,.1827,,,43,15695,2966,1644,7807,,65.11,,713,482,2034,15,,,,,,
010069,01-JAN-19,31-DEC-19,Settled,MEDICAL CENTER BARBOUR                  ,820 WEST WASHINGTON STREET              ,,EUFAULA                                 ,AL                                      ,36027                                   ,BARBOUR                                 ,,,,37916,,,.0887,,,30,10950,1706,417,4159,,142.55,,325,106,879,,,,,,260,
010073,01-OCT-18,30-SEP-19,Settled,CLAY COUNTY HOSPITAL                    ,83825 HIGHWAY 9                         ,1270                                    ,ASHLAND                                 ,AL                                      ,36251                                   ,CLAY                                    ,,,,153445,,,.298,,,46,16790,2236,1288,4712,,161.21,,405,281,927,,,,,,,
010078,01-OCT-18,30-SEP-19,Reopened,NORTHEAST ALABAMA REGIONAL MED CTR      ,400 EAST TENTH STREET                   ,2208                                    ,ANNISTON                                ,AL                                      ,36202-                                  ,CALHOUN                                 ,,,,1259097,,,.1627,,,272,99280,21236,13730,54739,,1284.39,,3970,2512,13011,,,,134,,758,
010079,01-JUL-19,30-JUN-20,Settled,ATHENS LIMESTONE                        ,ATHENS LIMESTONE HOSPITAL               ,999                                     ,ATHENS                                  ,AL                                      ,35611-                                  ,LIMESTONE                               ,,,,272426,,,.1118,,,66,24156,4720,2372,12749,,543.25,,1212,954,3881,,,,,,,
010083,01-OCT-18,30-SEP-19,Settled,SOUTH BALDWIN REGIONAL MEDICAL CENTE    ,1613 NORTH MCKENZIE                     ,,FOLEY                                   ,AL                                      ,36535-                                  ,BALDWIN                                 ,775407,,,209318,,,.0548,347024,216382,112,40880,8640,3641,25994,10.02,627.52,,2030,678,5246,121,,,,,,
010085,01-APR-19,31-MAR-20,Settled,DECATUR MORGAN - DECATUR CAMPUS         ,7TH STREET S.E.                         ,2239                                    ,DECATUR                                 ,AL                                      ,35609-                                  ,MORGAN                                  ,,,,420505,7091,,.0668,,,266,97356,18841,5161,42097,,1115.25,,3578,1585,9235,,,,215,,1602,
010086,01-JAN-19,31-DEC-19,Settled,NORTHWEST MEDICAL CENTER                ,HIGHWAY 78 WEST                         ,130                                     ,WINFIELD                                ,AL                                      ,35594                                   ,MARION                                  ,,,,26132,,,.0446,,,42,15330,1949,369,3375,,188.39,,483,81,923,,,,16,,183,
010087,01-OCT-18,30-SEP-19,Settled,USA HEALTH UNIVERSITY HOSPITAL          ,2451 FILLINGIM STREET                   ,,MOBILE                                  ,AL                                      ,36617                                   ,MOBILE                                  ,6257304,,,943742,,,.218,2988007,2565795,183,66795,10948,15457,58210,139.93,1618.79,,1734,2278,9928,,,,,,,
010089,01-JAN-19,31-DEC-19,Settled,WALKER BAPTIST MEDICAL CENTER           ,3400 HIGHWAY 78 EAST                    ,3547                                    ,JASPER                                  ,AL                                      ,35502                                   ,WALKER                                  ,,,,459214,,,.1634,,,207,75555,7134,5352,24209,,452.7,,1597,1239,5912,,,,369,,1670,
010090,01-JUL-19,30-JUN-20,Settled,PROVIDENCE HOSPITAL                     ,6801 AIRPORT BLVD                       ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,,,,584595,,,.0756,,,349,127734,18257,7411,65295,,1059.02,,3263,1916,13050,12,,,,,,
010091,01-JUL-19,30-JUN-20,Settled,GROVE HILL MEMORIAL HOSPITAL            ,295 SOUTH JACKSON STREET                ,935                                     ,GROVE HILL                              ,AL                                      ,36451-                                  ,CLARKE                                  ,,,,11620,,,.12,,,21,7686,348,709,2041,,92.31,,91,286,557,,,,3,,115,
010092,01-OCT-18,30-SEP-19,Amended,DCH REGIONAL MEDICAL CENTER             ,809 UNIVERSITY BLVD EAST                ,,TUSCALOOSA                              ,AL                                      ,35401-                                  ,TUSCALOOSA                              ,3304495,,,3426784,,,.1873,1377823,759914,524,191260,48637,37154,146774,50.97,3336.25,,9237,8129,31491,,,,,38,2015,838
010095,01-OCT-18,30-SEP-19,Settled,HALE COUNTY HOSPITAL                    ,508 GREENE STREET                       ,,GREENSBORO                              ,AL                                      ,36744                                   ,HALE                                    ,,,,22824,,,.12,,,28,10220,1651,267,2666,,80.86,,169,89,380,,,,,,,
010097,01-JAN-19,31-DEC-19,Settled,ELMORE COMMUNITY HOSPITAL               ,500 HOSPITAL DRIVE                      ,,WETUMPKA                                ,AL                                      ,36092                                   ,ELMORE                                  ,,,,35341,,,.12,,,33,12045,861,968,3670,,113.7,,220,137,763,,,,,,,
010099,01-OCT-18,30-SEP-19,Settled,D W MCMILLAN MEMORIAL HOSPITAL          ,1301 BELLEVILLE AVENUE                  ,908                                     ,BREWTON                                 ,AL                                      ,36427                                   ,ESCAMBIA                                ,,,,80800,,,.12,,,46,16790,2487,1530,6328,,184.23,,588,395,1586,,,,,,,
010100,01-APR-19,31-MAR-20,Settled,THOMAS HOSPITAL                         ,750 MORPHY AVE                          ,929                                     ,FAIRHOPE                                ,AL                                      ,36532-                                  ,BALDWIN                                 ,,,,330920,,,.0494,,,129,47085,14416,6755,44847,,821,,3156,2020,10337,,,,,4,,265
010101,01-JAN-19,31-DEC-19,Settled,CITIZENS BAPTIST MEDICAL CENTER         ,604 STONE AVENUE                        ,,TALLADEGA                               ,AL                                      ,35161                                   ,TALLADEGA                               ,,,,98542,,,.1303,,,103,37595,1875,1283,7787,,194.7,,543,411,2090,,,,,,,
010102,01-OCT-18,30-SEP-19,Settled,JOHN PAUL JONES HOSPITAL                ,317 MCWILLIAMS AVENUE                   ,B                                       ,CAMDEN                                  ,AL                                      ,36726-1610                              ,WILCOX                                  ,,,,10856,,,.12,,,21,7665,293,86,504,,37.66,,92,35,180,,,,,,,
010103,01-JAN-19,31-DEC-19,Amended,PRINCETON BAPTIST MEDICAL CENTER        ,701 PRINCETON AVE SW                    ,,BIRMINGHAM                              ,AL                                      ,35211                                   ,JEFFERSON                               ,3178884,,,976295,,,.1227,3495290,990803,279,101835,17946,12896,71478,54.98,1077,,3325,1914,13817,,,,39,,578,
010104,01-JUL-19,30-JUN-20,Settled,GRANDVIEW MEDICAL CENTER                ,800 MONTCLAIR ROAD                      ,,BIRMINGHAM                              ,AL                                      ,35213                                   ,JEFFERSON                               ,2753679,,,647758,,,.0483,2023203,809363,373,136518,26906,11061,100568,42.9,1776.7,,5377,1591,22655,,,,4,,687,712
010108,01-JUL-19,30-JUN-20,Settled,PRATTVILLE BAPTIST HOSPITAL             ,124 SOUTH MEMORIAL DRIVE                ,,PRATTVILLE                              ,AL                                      ,36067-                                  ,AUTAUGA                                 ,,,,61100,,,.0561,,,55,20130,3318,1165,11769,,291.69,,738,336,2678,,,,,,,
010109,01-OCT-18,30-SEP-19,Settled,PICKENS COUNTY MEDICAL CENTER           ,R.K. WILSON DRIVE                       ,,CARROLLTON                              ,AL                                      ,35477                                   ,PICKENS                                 ,,,,25766,,,.12,,,36,13140,1192,364,2126,,111.64,,189,100,484,,,,,,15,
010110,01-JAN-19,31-DEC-19,Settled,BULLOCK COUNTY HOSPITAL                 ,BULLOCK COUNTY HOSPITAL                 ,102 CONECUH AVENUE                      ,UNION SPRINGS                           ,AL                                      ,36089                                   ,BULLOCK                                 ,,,,28219,,,.12,,,25,9125,881,956,2935,,83.24,,180,125,563,,,,201,,753,
010112,01-OCT-18,30-SEP-19,Settled,BRYAN W WHITFIELD MEMORIAL HOSPITAL     ,105 HIGHWAY 80 EAST                     ,,DEMOPOLIS                               ,AL                                      ,36732                                   ,MARENGO                                 ,,,,50036,,,.12,,,37,13505,2146,810,4949,,202.52,,349,295,1028,,,,111,,453,
010113,01-APR-19,31-MAR-20,As Submitted,MOBILE INFIRMARY MEDICAL CENTER         ,FIVE MOBILE INFIRMARY CIRCLE            ,2144                                    ,MOBILE                                  ,AL                                      ,36652-                                  ,MOBILE                                  ,210611,,,2889014,,,.1865,110367,32346,596,217540,38833,36394,145983,3.08,1919.8,,6578,5409,24926,,,,155,46,469,705
010114,01-OCT-18,30-SEP-19,As Submitted,UAB MEDICAL WEST                        ,995 NINTH AVENUE  SOUTHWEST             ,847                                     ,BESSEMER                                ,AL                                      ,35023                                   ,JEFFERSON                               ,,,,278625,,,.0983,,,187,68255,7844,6004,32107,,987.52,,1535,1330,6652,,,,17,51,455,307
010118,01-JUL-19,30-JUN-20,Settled,VAUGHAN REGIONAL MEDICAL CENTER         ,1015 MEDICAL CENTER PARKWAY             ,,SELMA                                   ,AL                                      ,36701                                   ,DALLAS                                  ,520115,,,720667,,,.3269,394786,148623,109,39894,4923,5700,16465,19.15,388.14,,1315,1600,4984,,,,,,,
010120,01-OCT-18,30-SEP-19,Settled,MONROE COUNTY HOSPITAL                  ,2016 SOUTH ALABAMA AVENUE               ,886                                     ,MONROEVILLE                             ,AL                                      ,36461                                   ,MONROE                                  ,,,,36997,,,.12,,,49,17885,964,1126,2557,,198.15,,274,296,712,,,,,,,
010125,01-JAN-19,31-DEC-19,Settled,LAKELAND COMMUNITY HOSPITAL             ,42024 HIGHWAY 195                       ,780                                     ,HALEYVILLE                              ,AL                                      ,35565                                   ,WINSTON                                 ,,,,83321,,,.1042,,,49,17885,3375,634,5222,,116.05,,660,217,1262,,,,17,,139,
010126,01-APR-19,31-MAR-20,Settled,TROY REGIONAL MEDICAL CENTER            ,130 HIGHWAY 231                         ,,TROY                                    ,AL                                      ,36081                                   ,PIKE                                    ,,,,67947,,,.12,,,41,15006,1643,1248,5077,,216.48,,375,363,1320,,,,64,,327,
010128,01-JAN-19,31-DEC-19,Reopened,JACKSON MEDICAL CENTER                  ,220 HOSPITAL DRIVE                      ,,JACKSON                                 ,AL                                      ,36545                                   ,CLARKE                                  ,,,,33033,,,.12,,,35,12775,1294,807,3122,,93,,252,281,771,,,,,,,
010129,01-APR-19,31-MAR-20,Settled,NORTH BALDWIN INFIRMARY                 ,1815 HAND AVENUE                        ,1409                                    ,BAY MINETTE                             ,AL                                      ,36507                                   ,BALDWIN                                 ,,,,66706,,,.12,,,25,9150,1193,1958,5582,,176.9,,365,822,1846,,,,55,,379,
010130,01-JUL-19,30-JUN-20,Settled,ST. VINCENTS ST. CLAIR                  ,7063 VETERANS PARKWAY                   ,,PELL CITY                               ,AL                                      ,35125                                   ,ST. CLAIR                               ,,,,,,,,,,40,14640,1926,331,6537,,159,,510,99,1666,,,,,,,
010131,01-JUL-19,30-JUN-20,Settled,CRESTWOOD MEDICAL CENTER                ,ONE HOSPITAL DRIVE                      ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,,,,230364,,,.0315,,,190,69540,13685,4096,41324,,1037.57,,3150,773,10519,,,,,,,
010138,01-JAN-19,31-DEC-19,Settled,HILL HOSPITAL OF SUMTER COUNTY          ,751 DERBY DRIVE                         ,,YORK                                    ,AL                                      ,36925                                   ,SUMTER                                  ,,,,9372,,,.12,,,33,12045,799,3750,5100,,45.06,,82,164,430,,,,,,,
010139,01-JAN-19,31-DEC-19,Settled,BROOKWOOD BAPTIST MEDICAL CENTER        ,2010 BROOKWOOD MEDICAL CENTER DRIVE     ,,BIRMINGHAM                              ,AL                                      ,35209                                   ,JEFFERSON                               ,,,,589518,,,.0887,,,425,155125,14817,12766,70130,,1169.62,,2958,1572,14868,12,33,,971,3,4279,728
010144,01-JAN-19,31-DEC-19,Settled,SPRINGHILL MEMORIAL HOSPITAL            ,3719 DAUPHIN STREET                     ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,,,,474355,,,.0643,,,188,68620,15041,6458,56952,,1033.91,,2771,1284,11283,,,,,,,280
010148,01-JAN-19,31-DEC-19,Settled,EVERGREEN MEDICAL CENTER                ,101 CRESTVIEW AVENUE                    ,,EVERGREEN                               ,AL                                      ,36401-                                  ,CONECUH                                 ,,,,119488,,,.139,,,44,16060,2509,733,4809,,106.25,,763,280,1547,,,,,,,
010149,01-JUL-19,30-JUN-20,Settled,BAPTIST MEDICAL CENTER EAST             ,400 TAYLOR ROAD                         ,,MONTGOMERY                              ,AL                                      ,36117-                                  ,MONTGOMERY                              ,,,,786638,,,.2858,,,184,67344,7160,18697,54309,,858.59,,1511,4781,11045,,,,,,,
010150,01-OCT-18,30-SEP-19,Settled,REGIONAL MEDICAL CTR OF CENTRAL AL      ,29 LV STABLER DRIVE                     ,,GREENVILLE                              ,AL                                      ,36037                                   ,BUTLER                                  ,,,,14756,28402,,.093,,,44,16060,1401,451,3005,,133.09,,352,129,790,,,,,,190,
010157,01-APR-19,31-MAR-20,Settled,SHOALS HOSPITAL                         ,201 W AVALON AVE.                       ,3359                                    ,MUSCLE SHOALS                           ,AL                                      ,35661                                   ,COLBERT                                 ,,,,73007,20799,,.2714,,,122,44652,1784,1925,7982,,177.46,,342,339,1635,7,,,,5,396,744
010158,01-JAN-19,31-DEC-19,Settled,RUSSELLVILLE HOSPITAL                   ,15155 HIGHWAY 43                        ,1089                                    ,RUSSELLVILLE                            ,AL                                      ,35653                                   ,FRANKLIN                                ,,,,126398,,,.1576,,,49,17885,3110,963,6355,,174.71,,609,292,1547,,,,,,,
010164,01-AUG-19,31-JUL-20,Settled,COOSA VALLEY MEDICAL CENTER             ,315 WEST HICKORY STREET                 ,,SYLACAUGA                               ,AL                                      ,35150                                   ,TALLADEGA                               ,,,,131400,,,.12,,,122,44652,3060,5373,12514,,433.4,,643,1141,2893,,,,88,,253,
010168,01-JAN-19,31-DEC-19,Settled,JACK HUGHSTON MEMORIAL HOSPITAL         ,4401 RIVER CHASE DRIVE                  ,,PHENIX CITY                             ,AL                                      ,36867                                   ,RUSSELL                                 ,1548799,,,,,,,438994,103962,47,17155,2483,163,6261,9.91,282.27,,1195,29,3130,10,,,,,,
010169,01-OCT-18,30-SEP-19,Settled,ATMORE COMMUNITY HOSPITAL               ,401 MEDICAL PARK DRIVE                  ,,ATMORE                                  ,AL                                      ,36502                                   ,ESCAMBIA                                ,,,,63767,,,.12,,,49,17885,2193,907,6378,,155.84,,416,182,1333,,,,,,,
010173,01-JUL-19,30-JUN-20,Settled,ST. VINCENTS CHILTON                    ,2030 LAY DAM ROAD                       ,,CLANTON                                 ,AL                                      ,35045                                   ,CHILTON                                 ,,,,6413,,,.0384,,,26,9516,505,167,1787,,111,,129,74,560,,,,,,,
011300,01-OCT-18,30-SEP-19,Settled,WASHINGTON COUNTY HOSPITAL              ,ST. STEPHENS AVENUE                     ,1299                                    ,CHATOM                                  ,AL                                      ,36518                                   ,WASHINGTON                              ,,,,,,,,,,15,5475,1519,123,2364,,79,,194,39,286,,,,,,,
011302,01-OCT-18,30-SEP-19,Settled,RED BAY HOSPITAL                        ,211 HOSPITAL ROAD                       ,490                                     ,RED BAY                                 ,AL                                      ,35582-                                  ,FRANKLIN                                ,,,,,,,,,,25,9125,1848,95,2431,,77.47,,117,37,393,,,,,,,
